order_item_sk,order_date_sk,customer_sk,channel_sk,store_sk,bill_addr_sk,product_sk,quantity,unit_price,discount_amount,line_total
7363,611,826,2,4,553,2,1,15000.0,0.0,15000.0
7364,17,1034,1,,2327,2,3,16500.0,4950.0,44550.0
7365,241,1132,2,1,282,1,2,12000.0,480.0,23520.0
7366,350,985,2,1,,2,1,15000.0,750.0,14250.0
7367,182,665,2,1,2543,2,1,15750.0,315.0,15435.0
7368,622,1123,1,,2157,1,1,12000.0,0.0,12000.0
7369,155,784,1,,2121,2,2,15000.0,0.0,30000.0
7370,502,602,2,4,302,2,1,15000.0,1500.0,13500.0
7371,99,1059,2,4,1923,2,3,15750.0,0.0,47250.0
7372,99,1059,2,4,1923,2,3,15000.0,900.0,44100.0
7373,232,1215,1,,2001,1,3,12600.0,1890.0,35910.0
7374,112,429,2,2,2653,2,2,15000.0,3000.0,27000.0
7375,345,631,2,2,,2,3,15750.0,2362.5,44887.5
7376,542,372,1,,57,1,2,12000.0,0.0,24000.0
7377,445,32,2,4,2160,2,1,15000.0,750.0,14250.0
7378,233,277,1,,1099,1,1,12000.0,1200.0,10800.0
7379,633,243,2,3,2051,2,1,15000.0,750.0,14250.0
7380,189,693,2,2,,2,3,15000.0,4500.0,40500.0
7381,328,1241,2,1,2652,2,1,13500.0,1350.0,12150.0
7382,328,1241,2,1,2652,1,3,13200.0,0.0,39600.0
7383,328,1241,2,1,2652,2,3,16500.0,2475.0,47025.0
7384,639,536,1,,1208,2,1,15000.0,300.0,14700.0
7385,204,1302,1,,934,2,1,16500.0,825.0,15675.0
7386,204,1302,1,,934,1,1,10800.0,1080.0,9720.0
7387,204,1302,1,,934,2,3,13500.0,810.0,39690.0
7388,527,1179,2,4,2361,2,2,13500.0,1350.0,25650.0
7389,466,444,2,2,638,1,2,12000.0,480.0,23520.0
7390,111,993,1,,2380,1,3,12000.0,0.0,36000.0
7391,111,993,1,,2380,1,3,12000.0,720.0,35280.0
7392,629,939,1,,1274,2,3,13500.0,2025.0,38475.0
7393,140,502,1,,811,2,3,15000.0,900.0,44100.0
7394,140,502,1,,811,1,2,10800.0,1080.0,20520.0
7395,211,22,1,,1984,2,1,13500.0,675.0,12825.0
7396,604,856,1,,1623,2,1,16500.0,0.0,16500.0
7397,500,1436,2,2,814,1,1,12600.0,252.0,12348.0
7398,500,1436,2,2,814,1,1,12000.0,0.0,12000.0
7399,2,1335,1,,873,1,1,10800.0,0.0,10800.0
7400,440,856,2,1,2990,2,3,15000.0,900.0,44100.0
7401,27,325,1,,1818,1,1,12600.0,630.0,11970.0
7402,188,229,1,,310,2,2,15000.0,3000.0,27000.0
7403,188,229,1,,310,1,3,12600.0,3780.0,34020.0
7404,374,357,2,2,,2,2,15000.0,1500.0,28500.0
7405,29,29,2,4,,1,3,12600.0,0.0,37800.0
7406,425,306,2,1,2139,2,3,15000.0,0.0,45000.0
7407,422,710,1,,1229,2,2,15000.0,3000.0,27000.0
7408,606,11,2,3,2553,1,3,12600.0,756.0,37044.0
7409,507,785,1,,2897,2,1,13500.0,675.0,12825.0
7410,507,785,1,,2897,2,3,15000.0,900.0,44100.0
7411,507,785,1,,2897,1,1,12000.0,240.0,11760.0
7412,597,691,1,,1589,2,1,15000.0,300.0,14700.0
7413,597,691,1,,1589,2,3,15000.0,2250.0,42750.0
7414,325,640,2,1,1546,1,2,13200.0,1320.0,25080.0
7415,325,640,2,1,1546,1,1,12000.0,0.0,12000.0
7416,264,937,1,,266,2,3,15000.0,900.0,44100.0
7417,440,1479,2,2,1368,1,1,13200.0,660.0,12540.0
7418,440,1479,2,2,1368,1,3,10800.0,3240.0,29160.0
7419,184,365,1,,466,2,1,15750.0,0.0,15750.0
7420,328,719,1,,1888,1,1,12600.0,0.0,12600.0
7421,328,719,1,,1888,2,3,16500.0,0.0,49500.0
7422,492,455,1,,2757,2,1,16500.0,825.0,15675.0
7423,492,455,1,,2757,1,3,10800.0,1620.0,30780.0
7424,468,1347,2,3,365,1,2,12000.0,1200.0,22800.0
7425,480,244,1,,3127,1,1,10800.0,0.0,10800.0
7426,7,1456,2,4,1807,1,1,10800.0,216.0,10584.0
7427,121,44,1,,1194,1,2,10800.0,2160.0,19440.0
7428,335,993,1,,1732,2,2,15750.0,630.0,30870.0
7429,474,1358,2,1,2712,2,2,15000.0,1500.0,28500.0
7430,245,1103,2,4,1227,2,1,13500.0,675.0,12825.0
7431,63,1147,1,,3021,2,3,15000.0,0.0,45000.0
7432,622,882,1,,1336,2,3,15000.0,4500.0,40500.0
7433,622,882,1,,1336,1,2,12000.0,0.0,24000.0
7434,184,1324,2,4,1156,2,2,15750.0,1575.0,29925.0
7435,184,1324,2,4,1156,2,1,15000.0,300.0,14700.0
7436,584,1102,1,,1090,1,2,12000.0,0.0,24000.0
7437,421,547,2,3,1144,1,2,12000.0,480.0,23520.0
7438,74,833,2,1,58,1,2,12000.0,480.0,23520.0
7439,50,1481,1,,944,1,1,10800.0,1080.0,9720.0
7440,92,51,1,,2571,2,2,15000.0,600.0,29400.0
7441,194,1234,1,,2616,1,1,12600.0,252.0,12348.0
7442,279,378,2,4,40,1,1,12000.0,1200.0,10800.0
7443,375,1210,2,1,1624,2,2,16500.0,3300.0,29700.0
7444,164,861,1,,1424,1,1,12000.0,1200.0,10800.0
7445,489,861,1,,305,2,1,13500.0,270.0,13230.0
7446,604,389,2,4,887,1,2,12000.0,0.0,24000.0
7447,49,882,2,2,1571,1,2,12000.0,2400.0,21600.0
7448,162,576,1,,505,2,2,15000.0,3000.0,27000.0
7449,162,576,1,,505,1,1,12600.0,252.0,12348.0
7450,149,1333,1,,1760,1,1,12000.0,1200.0,10800.0
7451,584,537,2,2,612,2,1,15000.0,0.0,15000.0
7452,6,825,1,,429,1,1,12000.0,600.0,11400.0
7453,319,243,2,3,1211,1,1,12000.0,240.0,11760.0
7454,197,233,2,4,1362,2,3,15000.0,0.0,45000.0
7455,197,233,2,4,1362,2,3,15000.0,900.0,44100.0
7456,475,384,1,,2556,2,3,15000.0,2250.0,42750.0
7457,636,204,2,4,1786,1,3,12600.0,3780.0,34020.0
7458,456,1272,1,,1442,2,3,15000.0,0.0,45000.0
7459,109,1468,2,1,733,1,3,10800.0,0.0,32400.0
7460,72,1326,2,3,3123,1,2,12000.0,480.0,23520.0
7461,454,141,1,,2117,1,2,12600.0,504.0,24696.0
7462,213,746,1,,2043,2,3,15750.0,2362.5,44887.5
7463,189,1479,2,2,19,2,3,13500.0,810.0,39690.0
7464,583,328,2,3,458,1,3,12000.0,1800.0,34200.0
7465,583,328,2,3,458,2,1,15000.0,0.0,15000.0
7466,484,276,1,,,2,2,15000.0,3000.0,27000.0
7467,357,974,2,4,,1,1,12000.0,240.0,11760.0
7468,357,974,2,4,,2,3,13500.0,810.0,39690.0
7469,355,653,2,2,,1,1,12000.0,1200.0,10800.0
7470,42,993,1,,583,1,3,12600.0,3780.0,34020.0
7471,42,993,1,,583,2,1,15000.0,1500.0,13500.0
7472,429,159,1,,713,1,2,13200.0,0.0,26400.0
7473,48,1451,1,,1617,1,1,12000.0,240.0,11760.0
7474,48,1451,1,,1617,1,1,12000.0,600.0,11400.0
7475,360,866,2,4,1827,2,1,15000.0,300.0,14700.0
7476,205,88,1,,1889,1,2,12600.0,0.0,25200.0
7477,231,994,2,3,3061,2,1,15750.0,315.0,15435.0
7478,277,1015,1,,832,1,1,13200.0,264.0,12936.0
7479,277,1015,1,,832,1,2,12000.0,480.0,23520.0
7480,277,1015,1,,832,1,1,12600.0,0.0,12600.0
7481,209,1351,1,,1458,1,2,12000.0,1200.0,22800.0
7482,134,304,1,,992,1,3,12600.0,1890.0,35910.0
7483,97,925,2,3,1904,2,1,15000.0,0.0,15000.0
7484,97,925,2,3,1904,2,1,15000.0,300.0,14700.0
7485,527,283,2,4,2183,2,2,15750.0,0.0,31500.0
7486,527,283,2,4,2183,2,1,16500.0,330.0,16170.0
7487,93,1061,1,,1229,2,3,15750.0,945.0,46305.0
7488,414,429,1,,653,2,1,15000.0,300.0,14700.0
7489,428,705,1,,625,1,1,12000.0,1200.0,10800.0
7490,293,516,1,,2797,2,1,15000.0,300.0,14700.0
7491,340,978,1,,,2,3,15750.0,945.0,46305.0
7492,326,332,1,,2012,2,1,16500.0,825.0,15675.0
7493,338,43,2,3,2591,2,2,15000.0,3000.0,27000.0
7494,338,43,2,3,2591,1,3,12000.0,1800.0,34200.0
7495,478,853,1,,730,1,1,10800.0,540.0,10260.0
7496,478,209,2,4,3027,2,1,15750.0,315.0,15435.0
7497,106,1476,1,,1295,2,1,15000.0,0.0,15000.0
7498,64,1331,1,,812,1,1,12600.0,1260.0,11340.0
7499,64,1331,1,,812,2,2,15750.0,0.0,31500.0
7500,429,1400,2,3,3104,1,3,12000.0,720.0,35280.0
7501,101,248,1,,2445,1,1,12000.0,600.0,11400.0
7502,261,1105,1,,2093,2,3,15000.0,0.0,45000.0
7503,105,543,2,1,3000,1,1,12000.0,0.0,12000.0
7504,392,1452,2,2,1410,2,3,15000.0,2250.0,42750.0
7505,392,1452,2,2,1410,2,1,13500.0,675.0,12825.0
7506,392,1452,2,2,1410,2,1,15000.0,0.0,15000.0
7507,637,483,1,,4,2,1,15000.0,750.0,14250.0
7508,303,135,2,2,1112,2,3,15000.0,900.0,44100.0
7509,303,135,2,2,1112,1,3,12000.0,1800.0,34200.0
7510,555,1462,1,,1846,2,2,15750.0,3150.0,28350.0
7511,512,1149,1,,,2,1,15000.0,300.0,14700.0
7512,512,1149,1,,,1,1,12000.0,1200.0,10800.0
7513,237,1485,2,2,848,1,1,12600.0,630.0,11970.0
7514,187,905,1,,1061,2,3,15000.0,900.0,44100.0
7515,187,905,1,,1061,1,2,12000.0,2400.0,21600.0
7516,472,1236,2,1,,2,1,15750.0,315.0,15435.0
7517,472,1236,2,1,,2,2,16500.0,3300.0,29700.0
7518,559,176,1,,1456,1,1,12000.0,600.0,11400.0
7519,460,1319,2,3,401,2,3,15000.0,0.0,45000.0
7520,460,1319,2,3,401,2,3,13500.0,4050.0,36450.0
7521,209,1386,1,,687,1,1,12000.0,600.0,11400.0
7522,209,1386,1,,687,1,3,13200.0,1980.0,37620.0
7523,69,121,1,,2373,2,2,15000.0,1500.0,28500.0
7524,69,121,1,,2373,1,1,13200.0,660.0,12540.0
7525,597,954,1,,2206,1,3,12000.0,3600.0,32400.0
7526,591,90,1,,969,2,1,15750.0,315.0,15435.0
7527,591,90,1,,969,1,2,12000.0,0.0,24000.0
7528,591,90,1,,969,1,3,12000.0,0.0,36000.0
7529,613,347,1,,1104,1,2,10800.0,2160.0,19440.0
7530,279,1486,1,,2729,1,2,10800.0,1080.0,20520.0
7531,113,223,1,,709,2,1,15000.0,0.0,15000.0
7532,560,749,2,2,2218,2,3,15000.0,4500.0,40500.0
7533,94,1199,2,2,2008,1,1,12600.0,0.0,12600.0
7534,94,1199,2,2,2008,2,3,15000.0,0.0,45000.0
7535,94,1199,2,2,2008,1,1,12600.0,0.0,12600.0
7536,628,58,1,,2753,2,3,16500.0,0.0,49500.0
7537,366,78,2,2,1448,1,2,12000.0,0.0,24000.0
7538,366,78,2,2,1448,1,3,12600.0,756.0,37044.0
7539,432,888,1,,,1,1,13200.0,660.0,12540.0
7540,364,1472,2,4,233,2,3,13500.0,4050.0,36450.0
7541,604,1477,1,,1205,1,2,12000.0,480.0,23520.0
7542,604,1477,1,,1205,2,3,15000.0,2250.0,42750.0
7543,290,1104,1,,,2,1,15000.0,300.0,14700.0
7544,290,1104,1,,,1,1,12000.0,600.0,11400.0
7545,326,1241,2,4,2402,1,3,12000.0,720.0,35280.0
7546,526,715,1,,861,1,1,12000.0,1200.0,10800.0
7547,526,715,1,,861,1,3,12000.0,0.0,36000.0
7548,341,1295,1,,,1,3,12000.0,0.0,36000.0
7549,546,1237,2,3,2040,2,2,15000.0,600.0,29400.0
7550,546,1237,2,3,2040,1,3,12000.0,0.0,36000.0
7551,546,1237,2,3,2040,2,2,16500.0,660.0,32340.0
7552,507,1202,1,,1318,1,3,10800.0,0.0,32400.0
7553,507,1202,1,,1318,1,1,13200.0,1320.0,11880.0
7554,327,1014,2,1,2350,2,2,15000.0,0.0,30000.0
7555,28,701,2,3,65,1,1,10800.0,540.0,10260.0
7556,28,701,2,3,65,2,1,15000.0,750.0,14250.0
7557,28,701,2,3,65,2,3,15000.0,0.0,45000.0
7558,201,232,1,,1802,1,1,12000.0,1200.0,10800.0
7559,255,812,2,1,2477,1,1,13200.0,660.0,12540.0
7560,592,1322,1,,3059,1,3,12000.0,720.0,35280.0
7561,70,1443,1,,3121,2,2,16500.0,1650.0,31350.0
7562,137,1047,1,,565,1,2,12000.0,1200.0,22800.0
7563,137,1047,1,,565,2,2,13500.0,540.0,26460.0
7564,85,669,1,,651,2,1,15750.0,0.0,15750.0
7565,85,669,1,,651,1,1,12000.0,240.0,11760.0
7566,488,23,1,,1475,1,2,10800.0,0.0,21600.0
7567,207,1163,1,,2485,2,3,15000.0,2250.0,42750.0
7568,111,97,2,3,835,1,1,12000.0,600.0,11400.0
7569,583,366,1,,2705,1,3,13200.0,0.0,39600.0
7570,583,366,1,,2705,2,2,15000.0,1500.0,28500.0
7571,588,429,1,,1756,1,1,12000.0,600.0,11400.0
7572,201,524,2,1,1919,1,1,12000.0,0.0,12000.0
7573,201,524,2,1,1919,1,3,12000.0,720.0,35280.0
7574,522,1313,2,2,1694,2,2,13500.0,2700.0,24300.0
7575,18,456,1,,1513,1,3,10800.0,648.0,31752.0
7576,90,291,1,,3082,1,1,12000.0,600.0,11400.0
7577,90,291,1,,3082,1,1,12000.0,0.0,12000.0
7578,320,1359,1,,2932,1,1,12000.0,1200.0,10800.0
7579,282,685,2,2,173,2,2,15000.0,1500.0,28500.0
7580,440,1370,2,4,15,2,3,15000.0,4500.0,40500.0
7581,440,1370,2,4,15,1,3,10800.0,0.0,32400.0
7582,298,350,2,2,,2,2,13500.0,540.0,26460.0
7583,54,1135,1,,,1,2,12000.0,2400.0,21600.0
7584,54,1135,1,,,2,3,15000.0,2250.0,42750.0
7585,556,17,1,,492,1,1,10800.0,0.0,10800.0
7586,556,17,1,,492,2,2,16500.0,1650.0,31350.0
7587,429,208,2,3,2241,2,2,15000.0,1500.0,28500.0
7588,507,511,2,4,1823,1,1,13200.0,1320.0,11880.0
7589,507,511,2,4,1823,2,2,13500.0,2700.0,24300.0
7590,507,511,2,4,1823,1,3,12000.0,720.0,35280.0
7591,96,951,1,,2556,2,1,13500.0,1350.0,12150.0
7592,30,43,1,,808,1,1,12000.0,240.0,11760.0
7593,30,43,1,,808,1,2,12000.0,1200.0,22800.0
7594,202,1435,1,,2778,2,1,15000.0,0.0,15000.0
7595,202,1435,1,,2778,2,1,15000.0,300.0,14700.0
7596,461,748,2,2,1295,1,1,12000.0,1200.0,10800.0
7597,461,748,2,2,1295,2,1,15000.0,1500.0,13500.0
7598,614,542,1,,1933,2,1,15000.0,750.0,14250.0
7599,614,542,1,,1933,2,1,15750.0,0.0,15750.0
7600,447,430,1,,487,2,3,15000.0,2250.0,42750.0
7601,447,430,1,,487,2,2,15000.0,1500.0,28500.0
7602,390,7,2,4,2464,1,3,12000.0,3600.0,32400.0
7603,390,7,2,4,2464,1,1,12000.0,600.0,11400.0
7604,390,1447,1,,2744,1,2,13200.0,528.0,25872.0
7605,447,426,2,2,664,1,2,12000.0,2400.0,21600.0
7606,82,1248,2,3,549,1,2,12000.0,480.0,23520.0
7607,403,246,1,,1047,2,3,15000.0,2250.0,42750.0
7608,91,665,1,,366,1,1,12000.0,600.0,11400.0
7609,534,337,2,1,1094,2,3,15000.0,4500.0,40500.0
7610,155,602,1,,2319,1,3,12000.0,0.0,36000.0
7611,155,602,1,,2319,2,2,15750.0,630.0,30870.0
7612,523,118,1,,3041,2,3,15000.0,900.0,44100.0
7613,523,118,1,,3041,1,1,12000.0,0.0,12000.0
7614,510,119,2,3,800,2,3,15000.0,2250.0,42750.0
7615,510,119,2,3,800,2,1,15000.0,0.0,15000.0
7616,444,996,1,,1591,1,2,12600.0,2520.0,22680.0
7617,594,143,2,4,802,1,3,12000.0,1800.0,34200.0
7618,328,191,1,,3052,2,3,15000.0,0.0,45000.0
7619,307,616,1,,2209,1,1,10800.0,0.0,10800.0
7620,152,758,2,1,463,1,2,13200.0,0.0,26400.0
7621,152,758,2,1,463,2,1,13500.0,0.0,13500.0
7622,331,605,1,,,2,3,15000.0,0.0,45000.0
7623,8,1038,1,,2717,1,3,10800.0,0.0,32400.0
7624,213,754,1,,512,1,2,12000.0,480.0,23520.0
7625,136,273,1,,,1,1,12000.0,1200.0,10800.0
7626,213,466,2,1,1744,1,1,10800.0,540.0,10260.0
7627,213,466,2,1,1744,2,2,15000.0,600.0,29400.0
7628,563,1246,2,1,1902,1,2,12000.0,1200.0,22800.0
7629,377,706,2,4,966,2,1,15750.0,1575.0,14175.0
7630,597,1196,1,,207,1,1,12000.0,600.0,11400.0
7631,203,1375,1,,306,1,2,12000.0,2400.0,21600.0
7632,133,6,2,3,1848,2,3,15000.0,900.0,44100.0
7633,133,6,2,3,1848,2,1,16500.0,330.0,16170.0
7634,50,729,2,4,2335,1,1,12000.0,1200.0,10800.0
7635,286,1222,2,1,1934,1,2,12000.0,0.0,24000.0
7636,286,1222,2,1,1934,2,2,15000.0,600.0,29400.0
7637,313,1493,1,,2893,1,1,12000.0,600.0,11400.0
7638,408,166,1,,1153,1,1,12600.0,252.0,12348.0
7639,511,1056,1,,1308,1,2,13200.0,0.0,26400.0
7640,215,1278,1,,474,1,1,12000.0,1200.0,10800.0
7641,215,1278,1,,474,1,3,13200.0,1980.0,37620.0
7642,383,681,2,4,2696,1,3,12600.0,0.0,37800.0
7643,1,1042,2,2,2164,2,1,15000.0,0.0,15000.0
7644,161,1013,1,,1524,1,1,10800.0,540.0,10260.0
7645,285,1392,2,2,2206,1,1,10800.0,540.0,10260.0
7646,320,175,2,2,482,1,3,12000.0,720.0,35280.0
7647,320,175,2,2,482,2,2,15000.0,600.0,29400.0
7648,230,1434,1,,1164,2,2,15000.0,1500.0,28500.0
7649,230,1434,1,,1164,2,1,15000.0,300.0,14700.0
7650,566,795,2,4,1632,1,3,12000.0,3600.0,32400.0
7651,566,795,2,4,1632,1,2,12600.0,0.0,25200.0
7652,443,919,1,,1750,1,3,12000.0,1800.0,34200.0
7653,61,297,1,,2797,1,2,10800.0,432.0,21168.0
7654,544,530,1,,1422,1,2,10800.0,2160.0,19440.0
7655,341,608,2,2,,2,3,15000.0,2250.0,42750.0
7656,193,574,1,,1484,1,2,12000.0,0.0,24000.0
7657,403,781,1,,2017,2,2,15000.0,600.0,29400.0
7658,403,781,1,,2017,1,1,12000.0,240.0,11760.0
7659,488,1019,1,,2552,1,3,10800.0,648.0,31752.0
7660,98,956,1,,2038,1,3,13200.0,3960.0,35640.0
7661,10,1306,2,3,3030,1,2,13200.0,528.0,25872.0
7662,10,1306,2,3,3030,2,2,15750.0,3150.0,28350.0
7663,10,1306,2,3,3030,2,1,15000.0,0.0,15000.0
7664,604,1382,2,4,918,2,3,15750.0,0.0,47250.0
7665,512,763,1,,732,2,2,15000.0,3000.0,27000.0
7666,628,1090,1,,1359,2,2,13500.0,0.0,27000.0
7667,341,743,2,2,1270,1,2,12000.0,1200.0,22800.0
7668,341,743,2,2,1270,1,2,12600.0,1260.0,23940.0
7669,618,319,2,1,570,1,2,12000.0,480.0,23520.0
7670,318,782,1,,2156,1,1,12000.0,0.0,12000.0
7671,318,782,1,,2156,1,2,10800.0,1080.0,20520.0
7672,260,799,2,2,563,1,2,13200.0,1320.0,25080.0
7673,198,870,2,4,549,1,3,12000.0,720.0,35280.0
7674,326,794,1,,2329,1,2,12000.0,480.0,23520.0
7675,119,1244,1,,2545,1,3,12000.0,0.0,36000.0
7676,6,75,1,,1794,1,1,12000.0,240.0,11760.0
7677,6,75,1,,1794,1,2,12600.0,2520.0,22680.0
7678,70,576,1,,2706,2,3,15000.0,4500.0,40500.0
7679,244,1326,1,,2863,1,2,12000.0,2400.0,21600.0
7680,341,731,1,,437,1,3,10800.0,1620.0,30780.0
7681,131,1387,2,3,1836,1,3,12000.0,3600.0,32400.0
7682,85,1112,1,,166,2,1,15000.0,750.0,14250.0
7683,10,13,1,,,1,3,12600.0,756.0,37044.0
7684,216,297,1,,757,2,2,13500.0,2700.0,24300.0
7685,216,297,1,,757,2,1,15000.0,750.0,14250.0
7686,54,974,2,3,1411,1,3,12000.0,3600.0,32400.0
7687,228,1387,2,2,2154,1,2,13200.0,528.0,25872.0
7688,462,39,1,,2100,1,1,13200.0,0.0,13200.0
7689,462,39,1,,2100,2,3,16500.0,0.0,49500.0
7690,229,192,1,,167,2,1,15000.0,750.0,14250.0
7691,229,192,1,,167,2,1,15000.0,300.0,14700.0
7692,566,541,1,,2498,1,1,12000.0,600.0,11400.0
7693,609,1297,1,,2354,1,3,12000.0,0.0,36000.0
7694,371,1389,1,,3193,2,1,16500.0,0.0,16500.0
7695,371,1389,1,,3193,1,2,12000.0,2400.0,21600.0
7696,584,1462,1,,520,2,1,15750.0,315.0,15435.0
7697,371,1406,1,,1283,2,2,16500.0,660.0,32340.0
7698,340,1060,2,1,442,1,1,12000.0,1200.0,10800.0
7699,340,1060,2,1,442,2,1,15750.0,0.0,15750.0
7700,245,973,2,3,,2,3,15000.0,2250.0,42750.0
7701,224,523,1,,2640,1,2,12000.0,1200.0,22800.0
7702,192,1079,2,2,3045,1,2,12000.0,2400.0,21600.0
7703,192,1079,2,2,3045,1,3,13200.0,792.0,38808.0
7704,511,451,1,,,1,3,12000.0,0.0,36000.0
7705,511,451,1,,,2,2,15750.0,1575.0,29925.0
7706,511,451,1,,,1,2,12000.0,480.0,23520.0
7707,82,210,1,,245,2,2,13500.0,540.0,26460.0
7708,316,273,1,,,1,2,12000.0,2400.0,21600.0
7709,161,194,1,,1750,2,1,15000.0,750.0,14250.0
7710,256,825,1,,2316,1,2,12600.0,1260.0,23940.0
7711,461,1358,2,1,473,1,1,12000.0,240.0,11760.0
7712,432,967,1,,2406,1,3,13200.0,3960.0,35640.0
7713,221,1377,1,,1265,2,3,15000.0,4500.0,40500.0
7714,221,1377,1,,1265,2,2,15750.0,0.0,31500.0
7715,96,573,2,4,1749,1,3,12000.0,3600.0,32400.0
7716,146,1148,2,1,2137,1,2,12000.0,2400.0,21600.0
7717,146,1148,2,1,2137,2,1,15000.0,300.0,14700.0
7718,543,1274,2,4,2739,1,1,12000.0,600.0,11400.0
7719,543,1274,2,4,2739,1,2,12000.0,1200.0,22800.0
7720,183,147,2,4,384,1,1,12600.0,630.0,11970.0
7721,55,1119,2,1,925,1,1,12000.0,240.0,11760.0
7722,346,958,1,,2153,1,1,12000.0,1200.0,10800.0
7723,371,1006,2,4,1995,1,3,12000.0,1800.0,34200.0
7724,461,752,1,,,1,2,10800.0,432.0,21168.0
7725,461,752,1,,,2,1,15000.0,1500.0,13500.0
7726,571,689,1,,645,1,3,12000.0,3600.0,32400.0
7727,329,931,2,1,,1,2,12000.0,1200.0,22800.0
7728,329,931,2,1,,1,2,10800.0,2160.0,19440.0
7729,159,853,1,,251,1,3,12000.0,0.0,36000.0
7730,611,1451,1,,1317,1,1,10800.0,0.0,10800.0
7731,451,1045,1,,1893,2,3,16500.0,4950.0,44550.0
7732,1,349,1,,1588,2,1,15000.0,300.0,14700.0
7733,300,855,1,,2737,2,2,15000.0,0.0,30000.0
7734,16,381,1,,,2,3,15000.0,0.0,45000.0
7735,614,1336,1,,889,1,2,12000.0,0.0,24000.0
7736,406,209,1,,2702,1,3,12000.0,3600.0,32400.0
7737,327,233,1,,2916,1,1,12000.0,600.0,11400.0
7738,565,398,2,1,2807,1,2,13200.0,2640.0,23760.0
7739,278,154,2,3,,1,2,12000.0,480.0,23520.0
7740,459,136,1,,685,2,2,15000.0,3000.0,27000.0
7741,459,136,1,,685,1,1,13200.0,0.0,13200.0
7742,588,149,2,4,2490,1,1,12000.0,0.0,12000.0
7743,118,649,2,3,653,1,1,12600.0,0.0,12600.0
7744,627,680,1,,1170,1,2,12000.0,2400.0,21600.0
7745,183,98,1,,2161,2,1,15750.0,0.0,15750.0
7746,293,142,2,4,1110,2,1,16500.0,330.0,16170.0
7747,293,142,2,4,1110,1,1,12000.0,600.0,11400.0
7748,153,864,2,1,551,1,2,12000.0,2400.0,21600.0
7749,382,953,1,,2088,1,1,12000.0,0.0,12000.0
7750,272,1355,1,,430,1,2,12000.0,1200.0,22800.0
7751,126,610,1,,3157,1,1,12000.0,240.0,11760.0
7752,387,536,2,3,3091,1,1,12000.0,600.0,11400.0
7753,463,361,1,,2699,1,2,12000.0,0.0,24000.0
7754,17,1339,1,,1822,2,2,15000.0,0.0,30000.0
7755,17,1339,1,,1822,1,3,12000.0,3600.0,32400.0
7756,524,765,1,,,1,1,12000.0,240.0,11760.0
7757,223,612,2,2,897,1,1,12600.0,252.0,12348.0
7758,621,1078,1,,947,1,1,12000.0,0.0,12000.0
7759,457,1469,1,,1402,2,3,15000.0,900.0,44100.0
7760,457,1469,1,,1402,2,2,15750.0,1575.0,29925.0
7761,519,849,2,2,2307,1,3,10800.0,0.0,32400.0
7762,585,222,1,,471,2,3,15000.0,900.0,44100.0
7763,254,972,1,,40,2,2,15000.0,3000.0,27000.0
7764,25,332,1,,2478,1,2,12600.0,504.0,24696.0
7765,25,332,1,,2478,1,1,12000.0,600.0,11400.0
7766,196,1333,1,,978,2,3,13500.0,2025.0,38475.0
7767,222,1209,1,,1743,1,3,12000.0,3600.0,32400.0
7768,32,254,1,,2120,1,3,12600.0,756.0,37044.0
7769,553,783,2,3,3195,1,2,12000.0,2400.0,21600.0
7770,598,203,2,1,100,2,2,15000.0,600.0,29400.0
7771,89,570,1,,2034,2,2,15000.0,0.0,30000.0
7772,89,570,1,,2034,2,3,15000.0,0.0,45000.0
7773,89,570,1,,2034,2,1,15000.0,0.0,15000.0
7774,148,1317,1,,2310,2,1,15000.0,300.0,14700.0
7775,247,664,2,1,3001,1,3,12000.0,1800.0,34200.0
7776,475,849,1,,797,1,1,10800.0,216.0,10584.0
7777,506,1032,1,,1397,1,2,12600.0,1260.0,23940.0
7778,310,532,1,,629,2,2,15000.0,1500.0,28500.0
7779,225,569,1,,2136,1,2,12000.0,1200.0,22800.0
7780,88,685,1,,1039,1,2,10800.0,1080.0,20520.0
7781,88,685,1,,1039,1,1,12000.0,600.0,11400.0
7782,50,1136,1,,853,2,3,16500.0,4950.0,44550.0
7783,159,206,1,,1238,1,2,12000.0,2400.0,21600.0
7784,315,900,1,,2131,1,3,12000.0,720.0,35280.0
7785,315,900,1,,2131,1,2,13200.0,1320.0,25080.0
7786,530,1485,1,,1908,2,1,15000.0,1500.0,13500.0
7787,530,1485,1,,1908,2,3,15000.0,0.0,45000.0
7788,440,1360,1,,,1,2,12000.0,2400.0,21600.0
7789,529,649,2,2,1382,1,3,12000.0,1800.0,34200.0
7790,454,182,2,1,2406,1,2,12600.0,0.0,25200.0
7791,337,1282,1,,,1,2,10800.0,2160.0,19440.0
7792,332,1280,1,,1397,1,3,12000.0,0.0,36000.0
7793,563,444,1,,894,1,1,12000.0,0.0,12000.0
7794,563,444,1,,894,2,1,15000.0,750.0,14250.0
7795,81,467,1,,1581,1,2,12000.0,0.0,24000.0
7796,299,1033,1,,967,1,1,12600.0,252.0,12348.0
7797,299,1033,1,,967,1,1,12000.0,1200.0,10800.0
7798,84,502,1,,994,1,2,12000.0,0.0,24000.0
7799,577,1167,1,,606,1,3,12000.0,3600.0,32400.0
7800,322,818,2,2,3146,2,2,15000.0,600.0,29400.0
7801,407,468,1,,238,2,1,15000.0,750.0,14250.0
7802,471,1151,1,,2422,2,3,15000.0,900.0,44100.0
