payment_id,order_id,paid_date_sk,customer_sk,channel_sk,store_sk,bill_addr_sk,amount,status,method,transaction_ref
7000006528,1000006528,264.0,907,1,,2593.0,37109.25,PAID,CARD,TX-YVSSM30IFQ92
7000006529,1000006529,262.0,115,1,,,53227.5,PAID,GATEWAY,TX-EPOLES0S1LUU
7000006530,1000006530,344.0,415,1,,1102.0,39133.5,PAID,GATEWAY,TX-HQ8CTHSXE78K
7000006531,1000006531,,801,2,3.0,2730.0,26136.0,FAILED,CASH,
7000006532,1000006532,29.0,847,1,,3204.0,55350.0,PAID,CARD,TX-8NO5I7B1SDOM
7000006533,1000006533,36.0,622,1,,289.0,36300.0,PAID,CARD,TX-FAKOMDRWOZO4
7000006534,1000006534,,1288,2,2.0,1644.0,42688.8,FAILED,CARD,
7000006535,1000006535,379.0,1045,2,2.0,2.0,30346.8,PAID,CARD,TX-9Z8COWWPQOPQ
7000006536,1000006536,435.0,523,1,,236.0,73509.6,PAID,GATEWAY,TX-K52N6BKRJ12L
7000006537,1000006537,288.0,1419,2,3.0,1166.0,14701.5,PAID,CARD,TX-KVZ2CO9YUA8N
7000006538,1000006538,62.0,733,2,4.0,1012.0,34485.0,PAID,CASH,TX-IG8JSSYYKQNE
7000006539,1000006539,377.0,339,1,,,17835.0,PAID,GATEWAY,TX-ZDQ0PPAIK6X0
7000006540,1000006540,240.0,1434,2,2.0,1642.0,15173.4,PAID,TRANSFER,TX-WPIR1CBDP1LC
7000006541,1000006541,,853,2,2.0,121.0,54885.6,FAILED,TRANSFER,
7000006542,1000006542,409.0,799,1,,2359.0,35339.62,PAID,GATEWAY,TX-V6WTA4CU2NHB
7000006543,1000006543,568.0,902,1,,447.0,28788.0,PAID,CARD,TX-XT7T8BD4DZ9J
7000006544,1000006544,183.0,1133,1,,,44760.0,PAID,CARD,TX-50NNNEXWR37Y
7000006545,1000006545,387.0,1163,1,,1378.0,56956.8,PAID,GATEWAY,TX-L5J1FMRIP4LK
7000006546,1000006546,564.0,186,1,,58.0,45302.4,PAID,CARD,TX-RA7BMELGJI5U
7000006547,1000006547,597.0,671,1,,1877.0,33388.5,PAID,GATEWAY,TX-0MWYLLTSC6KS
7000006548,1000006548,591.0,1359,1,,1335.0,18351.75,PAID,CARD,TX-P4928TWHWKYV
7000006549,1000006549,54.0,835,1,,1957.0,19957.5,PAID,CARD,TX-F23H70718TDP
7000006550,1000006550,625.0,16,1,,1704.0,38252.7,PAID,GATEWAY,TX-I6FV4AS97KY5
7000006551,1000006551,143.0,975,1,,2672.0,31944.0,PAID,CARD,TX-GLDU2M4RTFDO
7000006552,1000006552,415.0,597,2,4.0,956.0,49005.0,PAID,TRANSFER,TX-TUB8H8IWAM27
7000006553,1000006553,,564,1,,2051.0,17835.0,PENDING,GATEWAY,
7000006554,1000006554,362.0,229,1,,3170.0,29359.2,PAID,CARD,TX-2EN8YJBPOB9O
7000006555,1000006555,447.0,209,1,,1581.0,33870.0,PAID,CARD,TX-M537WH2F6NYR
7000006556,1000006556,344.0,236,1,,1642.0,19050.0,PAID,GATEWAY,TX-OVZ4CGSKIRID
7000006557,1000006557,21.0,942,2,4.0,2098.0,44823.24,PAID,CASH,TX-GCN9H27HAJ10
7000006558,1000006558,423.0,1106,2,4.0,1469.0,14520.0,PAID,CASH,TX-SGJRXZ8B8M71
7000006559,1000006559,6.0,778,2,1.0,2157.0,42688.8,PAID,TRANSFER,TX-U9Y78O9OU7P9
7000006560,1000006560,359.0,787,1,,886.0,19876.35,PAID,GATEWAY,TX-AQRAX9D6ODCC
7000006561,1000006561,528.0,355,1,,234.0,18868.5,PAID,GATEWAY,TX-MB6MO4ME7EOP
7000006562,1000006562,629.0,1477,1,,2853.0,29659.2,PAID,CARD,TX-UXDXEBAB02UC
7000006563,1000006563,391.0,334,2,2.0,3059.0,31305.12,PAID,CASH,TX-WAE7YDXKTRRU
7000006564,1000006564,,10,1,,922.0,37200.0,FAILED,GATEWAY,
7000006565,1000006565,274.0,54,1,,2312.0,30603.0,PAID,GATEWAY,TX-KAEFJCXBU2Z4
7000006566,1000006566,,361,1,,1303.0,16020.0,FAILED,GATEWAY,
7000006567,1000006567,29.0,1392,1,,2511.0,34170.0,PAID,CARD,TX-ZLIHB98HU3EQ
7000006568,1000006568,539.0,856,1,,,50205.0,PAID,GATEWAY,TX-FT6PP2YR5UFH
7000006569,1000006569,197.0,543,2,3.0,1618.0,17242.5,PAID,CARD,TX-S6TOH9JQ55LO
7000006570,1000006570,286.0,1356,1,,2487.0,30540.0,PAID,CARD,TX-E16GKUF2ZETH
7000006571,1000006571,114.0,656,2,3.0,2785.0,18150.0,PAID,TRANSFER,TX-F48DEYV9E6UF
7000006572,1000006572,598.0,1096,2,2.0,373.0,100188.0,REFUNDED,CARD,TX-ESRN81X2GJ3K
7000006573,1000006573,608.0,478,1,,3008.0,36783.6,PAID,CARD,TX-K26GYOGINPTL
7000006574,1000006574,,328,1,,2759.0,27442.8,FAILED,GATEWAY,
7000006575,1000006575,100.0,585,2,2.0,2272.0,19965.0,PAID,CARD,TX-W6HIV7ML6K4A
7000006576,1000006576,44.0,65,1,,1199.0,69144.0,PAID,CARD,TX-WP1OLQQPV50X
7000006577,1000006577,435.0,1379,1,,2867.0,33388.5,PAID,GATEWAY,TX-I6W7J4WWG3XZ
7000006578,1000006578,94.0,212,2,4.0,2781.0,53724.0,PAID,CASH,TX-IGNPUXKHI8QF
7000006579,1000006579,111.0,705,1,,1918.0,71467.2,PAID,CARD,TX-20M4BY49AISX
7000006580,1000006580,604.0,1249,1,,1659.0,49905.0,PAID,CARD,TX-2X9FAS8WIYUP
7000006581,1000006581,329.0,702,2,4.0,1069.0,83344.8,PAID,CARD,TX-0D0CJ2RK7YD0
7000006582,1000006582,367.0,764,2,2.0,231.0,41382.0,PAID,CASH,TX-WO0K3L6CF7HY
7000006583,1000006583,452.0,1378,2,4.0,2900.0,99679.8,PAID,CASH,TX-ZM5FJCNWP5R8
7000006584,1000006584,495.0,204,1,,1675.0,85924.2,PAID,GATEWAY,TX-2B8I063287VR
7000006585,1000006585,,1383,1,,374.0,16872.0,FAILED,CARD,
7000006586,1000006586,573.0,738,1,,2304.0,16373.4,PAID,CARD,TX-DZGZQO3OHNT5
7000006587,1000006587,317.0,332,1,,636.0,40240.65,REFUNDED,CARD,TX-RA1TYUWJL8X7
7000006588,1000006588,393.0,1338,1,,877.0,63018.9,PAID,CARD,TX-T1PCWKRAR8NZ
7000006589,1000006589,166.0,727,2,2.0,1892.0,49005.0,PAID,CASH,TX-8RVS7OR97PNU
7000006590,1000006590,192.0,1491,1,,1157.0,37500.0,PAID,CARD,TX-K1EJUY8YBW72
7000006591,1000006591,,136,2,2.0,2591.0,37243.8,FAILED,CARD,
7000006592,1000006592,263.0,1396,1,,2136.0,135719.25,PAID,CARD,TX-0WZHAGXHC8PV
7000006593,1000006593,,555,2,1.0,1331.0,19057.5,FAILED,CARD,
7000006594,1000006594,251.0,1178,2,1.0,1315.0,27442.8,PAID,CASH,TX-K0D7H9C8Y0G4
7000006595,1000006595,158.0,235,1,,,43888.8,PAID,CARD,TX-8RIIRFLI1VRB
7000006596,1000006596,366.0,539,1,,2871.0,16335.0,PAID,CARD,TX-0MO955WPNJOP
7000006597,1000006597,472.0,553,2,2.0,,41382.0,PAID,CARD,TX-E1A7OKJD4HUQ
7000006598,1000006598,343.0,376,2,4.0,1452.0,44104.5,PAID,CARD,TX-X5NZ9Z3JDWPI
7000006599,1000006599,466.0,1377,1,,288.0,28788.0,PAID,CARD,TX-867Q3IV957HA
7000006600,1000006600,94.0,619,2,1.0,2110.0,38419.92,PAID,CASH,TX-VCTTI2599N1R
7000006601,1000006601,91.0,47,1,,1008.0,57229.05,PAID,GATEWAY,TX-VNHCEX947UI6
7000006602,1000006602,39.0,666,2,2.0,1064.0,15518.25,PAID,CASH,TX-S2R2QGMDSADL
7000006603,1000006603,266.0,778,1,,116.0,71803.5,PAID,CARD,TX-N7SY3NHR0B8M
7000006604,1000006604,266.0,1457,1,,2228.0,59129.88,PAID,GATEWAY,TX-HI3X37R28QQC
7000006605,1000006605,160.0,932,1,,2730.0,77502.6,PAID,CARD,TX-JPV3QCL3Z8QB
7000006606,1000006606,265.0,478,1,,622.0,29359.2,PAID,CARD,TX-WRFCX666FCLI
7000006607,1000006607,614.0,1480,1,,1624.0,55950.0,PAID,CARD,TX-G4HHC4GJFQE8
7000006608,1000006608,474.0,994,1,,2983.0,21165.0,PAID,CARD,TX-QU2CJ2MDUSBK
7000006609,1000006609,322.0,165,2,1.0,1222.0,54450.0,PAID,CARD,TX-320KFRWXVKY8
7000006610,1000006610,347.0,1126,1,,2788.0,43690.68,REFUNDED,CARD,TX-2ZO14HQ84IB0
7000006611,1000006611,189.0,445,1,,,43923.0,PAID,CARD,TX-QF34VTEBA83L
7000006612,1000006612,155.0,321,1,,962.0,45723.24,PAID,CARD,TX-657YE74HBM1Z
7000006613,1000006613,572.0,975,1,,278.0,48859.8,PAID,GATEWAY,TX-O8PJLT0R9ZDS
7000006614,1000006614,204.0,916,2,4.0,3138.0,90387.0,PAID,TRANSFER,TX-N42XWVWACLD7
7000006615,1000006615,,814,1,,4.0,51112.5,FAILED,CARD,
7000006616,1000006616,531.0,1227,2,3.0,2056.0,58334.1,PAID,CASH,TX-07LI779TNK5Z
7000006617,1000006617,44.0,528,2,1.0,50.0,53433.6,PAID,CASH,TX-AI24F30VVS5G
7000006618,1000006618,351.0,809,2,1.0,,46957.68,PAID,CARD,TX-N8AWKNU1LUZP
7000006619,1000006619,542.0,1105,2,1.0,180.0,42761.4,PAID,CASH,TX-S7LK5I4GBY7R
7000006620,1000006620,488.0,261,1,,1475.0,37137.0,PAID,CARD,TX-FQ5JK1TP74VQ
7000006621,1000006621,138.0,751,2,2.0,757.0,17787.0,PAID,CASH,TX-3WZ0GNHAT3IT
7000006622,1000006622,,648,2,3.0,2773.0,39930.0,FAILED,CASH,
7000006623,1000006623,589.0,118,2,3.0,1499.0,41382.0,PAID,CARD,TX-XM7ZTX1IJQBQ
7000006624,1000006624,357.0,100,1,,2459.0,19050.0,PAID,GATEWAY,TX-QQ76VGEGMJYU
7000006625,1000006625,591.0,780,1,,,19287.0,PAID,CARD,TX-6DZCD6IMB01D
7000006626,1000006626,15.0,91,2,4.0,2454.0,118701.0,PAID,CASH,TX-5WI0ARZGZVB0
7000006627,1000006627,442.0,1355,2,1.0,2885.0,14229.6,REFUNDED,CASH,TX-FWCI6OMYMUSE
7000006628,1000006628,62.0,279,1,,2925.0,32916.6,PAID,GATEWAY,TX-XTAWKXV5ZDDA
7000006629,1000006629,,651,1,,,48157.68,FAILED,GATEWAY,
7000006630,1000006630,74.0,1359,1,,1949.0,29867.4,PAID,GATEWAY,TX-IAI0SY2DT9VY
7000006631,1000006631,191.0,589,1,,2711.0,42282.0,PAID,CARD,TX-CAZ4TXN2Q5HA
7000006632,1000006632,620.0,1489,2,1.0,3168.0,47916.0,PAID,CASH,TX-IUR2SYOXWOGS
7000006633,1000006633,259.0,776,2,1.0,2403.0,15518.25,PAID,CARD,TX-NM76T2071H6Q
7000006634,1000006634,404.0,257,1,,2648.0,26513.28,PAID,GATEWAY,TX-5GRUOVB56RJM
7000006635,1000006635,628.0,252,1,,676.0,18442.5,PAID,CARD,TX-HB21NV05PBVH
7000006636,1000006636,430.0,1036,1,,1352.0,14694.0,PAID,GATEWAY,TX-RDMY611VHOH7
7000006637,1000006637,369.0,456,1,,651.0,56323.08,PAID,CARD,TX-2B26VP3EHWFX
7000006638,1000006638,493.0,707,1,,255.0,35685.0,PAID,CARD,TX-VY58SLNAJXI9
7000006639,1000006639,,548,1,,2487.0,14701.5,FAILED,CARD,
7000006640,1000006640,362.0,575,1,,2501.0,68055.0,REFUNDED,CARD,TX-F84GSFS56NOI
7000006641,1000006641,29.0,970,1,,2635.0,53181.6,PAID,GATEWAY,TX-NTHTNJSPQ3RK
7000006642,1000006642,580.0,1310,1,,1234.0,40104.0,REFUNDED,GATEWAY,TX-7XGZIJD67WI4
7000006643,1000006643,581.0,135,1,,354.0,44043.6,PAID,GATEWAY,TX-HQQV7FNBECAW
7000006644,1000006644,610.0,814,1,,2621.0,69044.7,PAID,CARD,TX-2OTPRM5Z8L4D
7000006645,1000006645,327.0,248,1,,,36474.0,PAID,CARD,TX-4LPYTKEV5T0I
7000006646,1000006646,124.0,966,1,,1762.0,77430.0,PAID,CARD,TX-KK95KP7V326B
7000006647,1000006647,256.0,380,1,,985.0,32670.0,PAID,GATEWAY,TX-94ZR1OLE53XO
7000006648,1000006648,20.0,1144,1,,1053.0,15221.4,PAID,CARD,TX-MGGXPPG0GSTY
7000006649,1000006649,578.0,487,2,3.0,2199.0,46554.75,PAID,CARD,TX-6DGZBKN6KZG2
7000006650,1000006650,,903,2,3.0,2680.0,40656.0,FAILED,CASH,
7000006651,1000006651,604.0,1383,1,,1896.0,45060.0,PAID,GATEWAY,TX-2CMM4H0XOAQW
7000006652,1000006652,491.0,1292,1,,864.0,17535.0,PAID,GATEWAY,TX-LJ2DD2TDTJX7
7000006653,1000006653,243.0,190,1,,1014.0,37200.0,PAID,GATEWAY,TX-45BNHC138TKI
7000006654,1000006654,388.0,159,2,4.0,2638.0,35937.0,PAID,TRANSFER,TX-FATIBVXTDTVD
7000006655,1000006655,,1229,1,,,55650.0,FAILED,CARD,
7000006656,1000006656,,886,1,,858.0,54261.0,FAILED,CARD,
7000006657,1000006657,351.0,271,2,2.0,905.0,17242.5,PAID,CASH,TX-5PXFCKZGDGYL
7000006658,1000006658,428.0,143,1,,1632.0,57800.25,PAID,GATEWAY,TX-C4IKDOIY3V49
7000006659,1000006659,569.0,1043,2,1.0,658.0,54268.5,PAID,TRANSFER,TX-Z8IJ9WGQOUKV
7000006660,1000006660,578.0,432,2,3.0,2808.0,61664.62,PAID,CARD,TX-5KZU50EFXBS6
7000006661,1000006661,241.0,521,1,,2155.0,18987.0,PAID,CARD,TX-KD8PYLTJAFSR
7000006662,1000006662,68.0,1159,1,,2715.0,20257.5,PAID,CARD,TX-8GF24S2PQNFD
7000006663,1000006663,6.0,668,2,2.0,2625.0,14374.8,PAID,CARD,TX-FAMVVLKMS5AB
7000006664,1000006664,,789,1,,1937.0,28488.0,PENDING,GATEWAY,
7000006665,1000006665,472.0,1315,1,,7.0,62073.0,PAID,GATEWAY,TX-NDV3L0Z1IRG0
7000006666,1000006666,535.0,760,2,3.0,,83490.0,PAID,CASH,TX-9XQCRPKOU3MZ
7000006667,1000006667,,419,2,4.0,520.0,29040.0,FAILED,CARD,
7000006668,1000006668,226.0,1231,2,1.0,1978.0,14520.0,PAID,CARD,TX-WJUNGLEP01KG
7000006669,1000006669,61.0,1222,2,3.0,2708.0,14520.0,PAID,CASH,TX-W59T9G4BPTX7
7000006670,1000006670,209.0,1480,1,,3199.0,27036.0,PAID,GATEWAY,TX-I3OEWP8AOVM5
7000006671,1000006671,,1476,2,3.0,1284.0,26136.0,FAILED,CASH,
7000006672,1000006672,484.0,873,1,,2111.0,60976.5,PAID,CARD,TX-9QPKDX20QB6M
7000006673,1000006673,230.0,201,2,3.0,2477.0,66973.5,PAID,CARD,TX-CH3E4CG9GIBO
7000006674,1000006674,88.0,301,2,2.0,2913.0,42688.8,PAID,TRANSFER,TX-FOLIG3C5EK2C
7000006675,1000006675,110.0,1413,2,2.0,952.0,54450.0,PAID,CASH,TX-7PUNLP8EOPWN
7000006676,1000006676,78.0,881,2,1.0,974.0,51473.4,PAID,CASH,TX-5O71CXT0LH28
7000006677,1000006677,,606,1,,982.0,37409.25,PENDING,GATEWAY,
7000006678,1000006678,618.0,649,1,,816.0,37243.8,PAID,CARD,TX-QZ85GMO8D9WE
7000006679,1000006679,291.0,286,2,4.0,562.0,48024.9,PAID,CASH,TX-XVCTQAUZOKO0
7000006680,1000006680,640.0,318,1,,477.0,46023.24,PAID,GATEWAY,TX-N3BB96KRYXCK
7000006681,1000006681,493.0,1143,2,1.0,180.0,14229.6,PAID,CASH,TX-571PO54TI37X
7000006682,1000006682,197.0,1228,2,2.0,2772.0,41654.25,PAID,CASH,TX-26URUV83JCD3
7000006683,1000006683,228.0,948,1,,1514.0,29040.0,REFUNDED,CARD,TX-C6ZOPMHY3QDJ
7000006684,1000006684,345.0,1078,1,,2151.0,35985.0,PAID,CARD,TX-91HTWAEUMDFF
7000006685,1000006685,308.0,400,2,2.0,1917.0,17787.0,PAID,CARD,TX-6Y2EEU6E340W
7000006686,1000006686,,942,2,3.0,2760.0,49005.0,FAILED,CARD,
7000006687,1000006687,578.0,518,1,,2490.0,123422.1,PAID,GATEWAY,TX-4RFACZUVEA7N
7000006688,1000006688,143.0,815,2,4.0,2795.0,54313.88,PAID,CARD,TX-3OQRRY8SISGX
7000006689,1000006689,38.0,743,1,,2303.0,18142.5,PAID,CARD,TX-MFRQ4CADOPMQ
7000006690,1000006690,34.0,736,2,3.0,558.0,94743.0,PAID,CASH,TX-HY1C3RGZCD7C
7000006691,1000006691,199.0,445,2,4.0,2866.0,43560.0,PAID,CASH,TX-9MTDDC9KYEN9
7000006692,1000006692,368.0,557,2,2.0,1087.0,30346.8,PAID,CARD,TX-S243HTWQTF1W
7000006693,1000006693,599.0,141,1,,532.0,29659.2,REFUNDED,GATEWAY,TX-XPROWQ6R2J0J
7000006694,1000006694,459.0,174,2,1.0,,37243.8,PAID,CASH,TX-A2QI54HTW9VB
7000006695,1000006695,,958,1,,2309.0,19350.0,FAILED,GATEWAY,
7000006696,1000006696,491.0,990,1,,281.0,34170.0,PAID,CARD,TX-Y9FWK8GKVB71
7000006697,1000006697,204.0,1137,1,,1497.0,15518.25,PAID,CARD,TX-IRMVBMWVFHD6
7000006698,1000006698,271.0,402,1,,11.0,30240.0,PAID,GATEWAY,TX-A0ZNVEA6PHFL
7000006699,1000006699,,1143,2,2.0,832.0,29403.0,FAILED,CASH,
7000006700,1000006700,138.0,547,2,4.0,647.0,42688.8,PAID,CARD,TX-SBGV1NYTKRT7
7000006701,1000006701,286.0,22,2,2.0,26.0,76484.1,PAID,CASH,TX-EUDRKPUBK8NC
7000006702,1000006702,192.0,1222,1,,1804.0,41382.0,PAID,GATEWAY,TX-HNDVQKXV9DX1
7000006703,1000006703,37.0,340,1,,751.0,18442.5,PAID,GATEWAY,TX-EZBN4BWC2Y98
7000006704,1000006704,69.0,243,1,,2974.0,18442.5,PAID,CARD,TX-5NRR5APGCD34
7000006705,1000006705,573.0,28,1,,359.0,81386.7,REFUNDED,CARD,TX-PM60DZYAHWJY
7000006706,1000006706,339.0,158,2,4.0,1251.0,70204.2,PAID,TRANSFER,TX-MC7WXDNYXKGB
7000006707,1000006707,27.0,238,2,3.0,2038.0,17242.5,PAID,CASH,TX-OE37D1SAQMMN
7000006708,1000006708,,1410,2,4.0,2059.0,85522.8,FAILED,CASH,
7000006709,1000006709,483.0,343,1,,578.0,55345.08,PAID,CARD,TX-V1YIZC0GEHSZ
7000006710,1000006710,240.0,1252,1,,829.0,15420.0,PAID,CARD,TX-ZWAC093PARDJ
7000006711,1000006711,177.0,1347,1,,1312.0,30492.0,PAID,GATEWAY,TX-61KQ1CQ8V1PD
7000006712,1000006712,433.0,765,1,,,27588.0,REFUNDED,GATEWAY,TX-OCFM3Q877XT2
7000006713,1000006713,572.0,841,1,,2902.0,12961.2,PAID,CARD,TX-48ZFLZQBCI0C
7000006714,1000006714,397.0,1487,1,,3045.0,16141.08,PAID,GATEWAY,TX-WKKTZCP70FLH
7000006715,1000006715,443.0,837,1,,662.0,36300.0,PAID,CARD,TX-21C9QOCZ4E4Z
7000006716,1000006716,43.0,184,2,2.0,3111.0,68970.0,PAID,CASH,TX-NR3IX3ZQK93T
7000006717,1000006717,288.0,1166,2,1.0,1441.0,35574.0,PAID,CARD,TX-O4T15PGO4D4X
7000006718,1000006718,290.0,997,1,,3062.0,16020.0,PAID,GATEWAY,TX-5GBBN52II6ZG
7000006719,1000006719,390.0,1034,1,,2334.0,20466.75,PAID,GATEWAY,TX-QPZK257J8968
7000006720,1000006720,224.0,398,1,,1562.0,54313.88,PAID,GATEWAY,TX-PCCMC4ELXGTZ
7000006721,1000006721,41.0,162,2,1.0,,42688.8,REFUNDED,CASH,TX-D9AXGMM8FPMW
7000006722,1000006722,222.0,501,2,2.0,1684.0,14229.6,PAID,CARD,TX-E5ZZZDM9ZXBX
7000006723,1000006723,467.0,794,1,,548.0,42282.0,PAID,CARD,TX-46YJNG5E4LZE
7000006724,1000006724,318.0,8,1,,2840.0,17235.0,PAID,GATEWAY,TX-DA5GF6EILBWJ
7000006725,1000006725,,176,1,,884.0,17235.0,FAILED,GATEWAY,
7000006726,1000006726,131.0,52,1,,860.0,34187.1,PAID,GATEWAY,TX-KASAZQQ44NSX
7000006727,1000006727,437.0,451,1,,274.0,109545.9,PAID,CARD,TX-RF52ES66Q6BU
7000006728,1000006728,269.0,913,2,4.0,2654.0,31036.5,PAID,TRANSFER,TX-F7U5THRJ186O
7000006729,1000006729,220.0,1425,1,,2503.0,13968.0,PAID,CARD,TX-U360SPXH0HH3
7000006730,1000006730,599.0,1163,1,,1146.0,44651.1,PAID,GATEWAY,TX-28QB5KFQR5ES
7000006731,1000006731,61.0,1199,1,,2886.0,37500.0,PAID,CARD,TX-LRRWH5EJSINW
7000006732,1000006732,81.0,1433,1,,2386.0,39204.0,PAID,CARD,TX-JFYK1V2JCL5A
7000006733,1000006733,177.0,1321,1,,751.0,31246.8,PAID,CARD,TX-37LYUJ4ZFCQW
7000006734,1000006734,537.0,713,1,,2696.0,97304.25,PAID,CARD,TX-5MCU16GWU21T
7000006735,1000006735,423.0,1331,1,,1727.0,13794.0,PAID,CARD,TX-LBEUECY36MQ7
7000006736,1000006736,183.0,979,2,4.0,752.0,83490.0,PAID,CARD,TX-E7QQHTBB5B9T
7000006737,1000006737,606.0,820,1,,464.0,37200.0,PAID,GATEWAY,TX-X7D6AVM7PCU0
7000006738,1000006738,527.0,1267,1,,3049.0,27336.0,PAID,CARD,TX-BY5BZ2K1VG5J
7000006739,1000006739,581.0,184,2,3.0,2348.0,54450.0,PAID,CARD,TX-O5OSCOSSOPCU
7000006740,1000006740,396.0,486,1,,2363.0,90280.2,PAID,GATEWAY,TX-U4ICBEKMUSEH
7000006741,1000006741,298.0,417,1,,1924.0,50205.0,PAID,GATEWAY,TX-PLYB66SR71NP
7000006742,1000006742,141.0,982,1,,1802.0,75552.0,PAID,GATEWAY,TX-K1L844KHJV8Z
7000006743,1000006743,,1491,2,2.0,1135.0,27588.0,FAILED,CASH,
7000006744,1000006744,34.0,45,1,,1311.0,13261.2,PAID,CARD,TX-YH1EFG58B2LI
7000006745,1000006745,511.0,535,1,,590.0,77493.0,PAID,CARD,TX-KNK4OK693NU0
7000006746,1000006746,132.0,177,1,,1441.0,16446.0,PAID,GATEWAY,TX-SRIHR2A5RZG6
7000006747,1000006747,565.0,1229,2,4.0,3109.0,54313.88,PAID,CARD,TX-CSZGYG059XDP
7000006748,1000006748,,1317,1,,962.0,49479.0,FAILED,GATEWAY,
7000006749,1000006749,,737,1,,980.0,33870.0,FAILED,CARD,
7000006750,1000006750,74.0,158,1,,2051.0,55350.0,PAID,GATEWAY,TX-JX8KGK9JM0AB
7000006751,1000006751,210.0,915,2,3.0,912.0,55920.15,PAID,CASH,TX-S7XDLG4T4DWE
7000006752,1000006752,399.0,281,1,,2528.0,73737.0,PAID,GATEWAY,TX-5P0EALKKB3A6
7000006753,1000006753,422.0,403,1,,619.0,44460.0,PAID,GATEWAY,TX-2QLT5FXQXLJ7
7000006754,1000006754,563.0,955,1,,919.0,52627.5,PAID,CARD,TX-1CF2B32CBPDE
7000006755,1000006755,169.0,991,1,,586.0,20465.7,PAID,CARD,TX-GPLZB4CXCP7Y
7000006756,1000006756,620.0,1128,2,2.0,2149.0,45701.7,PAID,CARD,TX-MEUQO5Y90AK7
7000006757,1000006757,100.0,1399,2,4.0,,57172.5,PAID,TRANSFER,TX-095FQ6P5UFYX
7000006758,1000006758,394.0,1366,2,4.0,2064.0,32670.0,PAID,CARD,TX-CPSRWZVTL98M
7000006759,1000006759,205.0,654,1,,1031.0,16446.0,PAID,GATEWAY,TX-JJHF47V07VJU
7000006760,1000006760,194.0,791,1,,2728.0,57229.05,PAID,GATEWAY,TX-SE7FRZIER2PJ
7000006761,1000006761,585.0,246,2,3.0,1835.0,33486.75,PAID,CASH,TX-B7K5BLUHBW2I
7000006762,1000006762,342.0,997,2,2.0,1457.0,13721.4,PAID,CASH,TX-EEKRPA4R8ETR
7000006763,1000006763,415.0,122,1,,905.0,18142.5,PAID,GATEWAY,TX-CEWF61DBIW1Q
7000006764,1000006764,468.0,522,2,4.0,3049.0,13794.0,PAID,TRANSFER,TX-829ATFA45XS0
7000006765,1000006765,259.0,978,1,,1131.0,46681.8,PAID,GATEWAY,TX-2CAODG3Q285W
7000006766,1000006766,541.0,1380,1,,43.0,17535.0,PAID,GATEWAY,TX-3I8NNR728MGJ
7000006767,1000006767,435.0,731,2,1.0,1795.0,61710.0,PAID,CASH,TX-T6SYY2770J1B
7000006768,1000006768,486.0,406,1,,535.0,42471.0,PAID,CARD,TX-LP0OVJBQDRZN
7000006769,1000006769,28.0,254,2,1.0,56.0,53361.0,PAID,CASH,TX-WUAPAKOVJIIN
7000006770,1000006770,20.0,412,1,,2820.0,44760.0,PAID,CARD,TX-NOQQRMPFSW4C
7000006771,1000006771,350.0,1233,1,,960.0,17535.0,PAID,CARD,TX-GONVA7F80TLL
7000006772,1000006772,,335,2,2.0,1233.0,12414.6,PENDING,CARD,
7000006773,1000006773,487.0,867,1,,1969.0,87294.0,PAID,CARD,TX-PR0NJG1G6A4K
7000006774,1000006774,349.0,155,1,,3127.0,56656.8,PAID,CARD,TX-9ME6UZOFMDPE
7000006775,1000006775,284.0,168,2,2.0,,45738.0,PAID,CARD,TX-Q0RY5L8YZK0H
7000006776,1000006776,26.0,1405,1,,3093.0,13968.0,PAID,GATEWAY,TX-KU0YD3R5G41I
7000006777,1000006777,328.0,1255,1,,822.0,74589.0,PAID,GATEWAY,TX-6BNN7F3B43SL
7000006778,1000006778,464.0,66,1,,126.0,12414.6,PAID,CARD,TX-034EKF60DUC9
7000006779,1000006779,,228,2,2.0,971.0,25613.28,FAILED,CASH,
7000006780,1000006780,128.0,1191,2,2.0,2004.0,43451.1,PAID,CASH,TX-9GLTSP9JWOTA
7000006781,1000006781,310.0,549,2,3.0,3149.0,27442.8,PAID,TRANSFER,TX-8RGFLOOWUVZP
7000006782,1000006782,464.0,384,1,,462.0,17242.5,PAID,CARD,TX-P3MDY6OUHNT7
7000006783,1000006783,195.0,565,2,1.0,3187.0,67518.0,PAID,CASH,TX-X3BN6782CO4U
7000006784,1000006784,602.0,1398,2,3.0,1517.0,42761.4,PAID,CARD,TX-8YACTIA943DF
7000006785,1000006785,384.0,492,2,2.0,148.0,54313.88,PAID,TRANSFER,TX-KMAF40Y4WJGH
7000006786,1000006786,351.0,1459,2,3.0,1185.0,36300.0,REFUNDED,CASH,TX-8K8QX0J7STC9
7000006787,1000006787,103.0,972,2,4.0,2060.0,58697.1,PAID,TRANSFER,TX-HGCRUWN84G1K
7000006788,1000006788,446.0,965,2,4.0,3197.0,32670.0,PAID,TRANSFER,TX-Y6HMQ9FU7PT0
7000006789,1000006789,391.0,1161,2,4.0,1563.0,43451.1,PAID,CARD,TX-7A4VA0EZUFNM
7000006790,1000006790,,1258,1,,,55513.88,FAILED,CARD,
7000006791,1000006791,177.0,322,1,,1450.0,46420.2,PAID,GATEWAY,TX-HAOYYDSR2NAM
7000006792,1000006792,504.0,1023,2,3.0,161.0,39204.0,PAID,TRANSFER,TX-PPE9EOFY877C
