nps_id,customer_sk,channel_sk,date_sk,score,comment
13000001105,1238,2,342.0,8,Muy conforme con la calidad
13000001106,184,1,598.0,6,Muy conforme con la calidad
13000001107,498,2,638.0,7,Entrega rápida y producto excelente
13000001108,1117,2,251.0,7,Atención muy buena
13000001109,469,1,590.0,10,Podría mejorar el empaque
13000001110,815,1,217.0,5,Entrega rápida y producto excelente
13000001111,282,2,233.0,10,Tardó un poco más de lo esperado
13000001112,335,2,367.0,9,
13000001113,261,1,383.0,6,Todo perfecto
13000001114,540,2,392.0,7,
13000001115,989,1,293.0,6,Atención muy buena
13000001116,354,1,586.0,9,Atención muy buena
13000001117,487,1,515.0,1,
13000001118,553,2,249.0,9,Podría mejorar el empaque
13000001119,1111,2,492.0,7,Podría mejorar el empaque
13000001120,293,1,213.0,1,Volvería a comprar
13000001121,814,1,435.0,7,Volvería a comprar
13000001122,444,2,51.0,7,Todo perfecto
13000001123,69,2,554.0,8,Volvería a comprar
13000001124,1074,1,440.0,8,Entrega rápida y producto excelente
13000001125,121,2,172.0,3,Entrega rápida y producto excelente
13000001126,1418,2,368.0,3,Podría mejorar el empaque
13000001127,1317,2,436.0,4,Entrega rápida y producto excelente
13000001128,317,1,221.0,8,
13000001129,1159,2,539.0,9,Muy conforme con la calidad
13000001130,876,1,574.0,9,Podría mejorar el empaque
13000001131,159,2,471.0,8,Atención muy buena
13000001132,1246,2,135.0,8,Entrega rápida y producto excelente
13000001133,831,1,350.0,9,Todo perfecto
13000001134,14,2,376.0,9,
13000001135,52,2,319.0,8,Tardó un poco más de lo esperado
13000001136,63,1,151.0,0,
13000001137,714,2,207.0,7,Entrega rápida y producto excelente
13000001138,276,2,243.0,9,Atención muy buena
13000001139,165,2,97.0,7,Muy conforme con la calidad
13000001140,361,1,65.0,7,Podría mejorar el empaque
13000001141,1339,1,189.0,8,Podría mejorar el empaque
13000001142,56,2,20.0,9,Muy conforme con la calidad
13000001143,665,2,636.0,2,Entrega rápida y producto excelente
13000001144,1475,1,137.0,10,Todo perfecto
13000001145,1356,1,453.0,7,Atención muy buena
13000001146,142,2,301.0,8,
13000001147,466,2,613.0,8,Podría mejorar el empaque
13000001148,1169,1,317.0,7,Tardó un poco más de lo esperado
13000001149,634,1,376.0,9,Tardó un poco más de lo esperado
13000001150,209,2,9.0,9,Muy conforme con la calidad
13000001151,1157,1,345.0,9,Podría mejorar el empaque
13000001152,1258,1,424.0,8,Podría mejorar el empaque
13000001153,663,1,95.0,0,Todo perfecto
13000001154,785,1,121.0,8,Tardó un poco más de lo esperado
13000001155,267,2,364.0,8,Todo perfecto
13000001156,655,1,640.0,6,Entrega rápida y producto excelente
13000001157,757,1,350.0,7,Atención muy buena
13000001158,1329,1,579.0,9,Atención muy buena
13000001159,542,1,506.0,10,Muy conforme con la calidad
13000001160,316,2,47.0,8,Podría mejorar el empaque
13000001161,398,1,571.0,1,
13000001162,964,1,537.0,8,Entrega rápida y producto excelente
13000001163,854,2,321.0,10,Volvería a comprar
13000001164,1065,2,112.0,7,Atención muy buena
13000001165,359,1,245.0,9,Muy conforme con la calidad
13000001166,174,1,121.0,4,Volvería a comprar
13000001167,1333,1,367.0,9,Podría mejorar el empaque
13000001168,901,2,143.0,0,
13000001169,977,1,120.0,10,Podría mejorar el empaque
13000001170,757,1,510.0,7,Atención muy buena
13000001171,1029,1,293.0,9,
13000001172,904,1,445.0,8,Muy conforme con la calidad
13000001173,716,1,510.0,5,
13000001174,1463,2,407.0,8,
13000001175,800,2,400.0,9,Tardó un poco más de lo esperado
13000001176,1366,2,400.0,8,
13000001177,1009,1,271.0,8,Entrega rápida y producto excelente
13000001178,487,2,625.0,8,Podría mejorar el empaque
13000001179,970,1,157.0,9,Todo perfecto
13000001180,1127,1,272.0,10,
13000001181,22,1,274.0,6,Atención muy buena
13000001182,1401,1,347.0,9,Todo perfecto
13000001183,571,2,100.0,10,Muy conforme con la calidad
13000001184,1061,1,107.0,7,Podría mejorar el empaque
13000001185,143,1,436.0,8,Muy conforme con la calidad
13000001186,712,1,572.0,1,
13000001187,649,1,474.0,6,
13000001188,317,1,512.0,8,Volvería a comprar
13000001189,16,2,499.0,7,Atención muy buena
13000001190,175,2,336.0,9,Muy conforme con la calidad
13000001191,694,2,212.0,5,
13000001192,1377,1,232.0,9,Muy conforme con la calidad
13000001193,653,2,71.0,5,Todo perfecto
13000001194,1328,1,383.0,8,Todo perfecto
13000001195,850,1,407.0,8,
13000001196,1043,2,85.0,10,Muy conforme con la calidad
13000001197,120,2,160.0,9,Tardó un poco más de lo esperado
13000001198,374,1,177.0,1,Podría mejorar el empaque
13000001199,1023,2,509.0,10,Entrega rápida y producto excelente
13000001200,1435,1,242.0,4,Muy conforme con la calidad
13000001201,1022,2,122.0,4,Volvería a comprar
13000001202,397,2,483.0,5,Atención muy buena
13000001203,539,1,423.0,1,Tardó un poco más de lo esperado
13000001204,662,2,119.0,7,Podría mejorar el empaque
13000001205,413,2,405.0,7,Podría mejorar el empaque
13000001206,978,1,269.0,7,
13000001207,94,1,70.0,8,Todo perfecto
13000001208,593,2,378.0,9,Volvería a comprar
13000001209,3,1,,10,Podría mejorar el empaque
13000001210,986,1,61.0,9,Muy conforme con la calidad
13000001211,1097,1,569.0,5,Tardó un poco más de lo esperado
13000001212,1298,2,39.0,8,Podría mejorar el empaque
13000001213,968,2,56.0,0,
13000001214,256,2,39.0,10,Entrega rápida y producto excelente
13000001215,165,2,541.0,7,Podría mejorar el empaque
13000001216,74,2,100.0,8,Volvería a comprar
13000001217,610,1,180.0,9,Entrega rápida y producto excelente
13000001218,1181,1,187.0,8,Atención muy buena
13000001219,1198,1,567.0,7,
13000001220,383,2,645.0,9,Tardó un poco más de lo esperado
13000001221,327,1,355.0,4,Tardó un poco más de lo esperado
13000001222,1118,1,509.0,3,Muy conforme con la calidad
13000001223,1093,2,255.0,5,Muy conforme con la calidad
13000001224,348,1,560.0,10,Podría mejorar el empaque
13000001225,988,1,463.0,9,Tardó un poco más de lo esperado
13000001226,1242,1,190.0,8,Atención muy buena
13000001227,645,2,50.0,8,
13000001228,1068,1,52.0,7,Volvería a comprar
13000001229,523,1,542.0,9,Atención muy buena
13000001230,624,1,39.0,0,Muy conforme con la calidad
13000001231,705,2,109.0,6,Muy conforme con la calidad
13000001232,12,2,383.0,3,Entrega rápida y producto excelente
13000001233,748,1,465.0,9,
13000001234,922,2,80.0,9,
13000001235,637,2,419.0,7,Muy conforme con la calidad
13000001236,1225,2,421.0,8,Tardó un poco más de lo esperado
13000001237,1336,2,15.0,3,Tardó un poco más de lo esperado
13000001238,1006,1,394.0,6,Volvería a comprar
13000001239,717,1,287.0,9,Tardó un poco más de lo esperado
13000001240,1117,1,485.0,5,Entrega rápida y producto excelente
13000001241,547,1,614.0,7,Todo perfecto
13000001242,1073,2,97.0,6,
13000001243,611,2,612.0,9,Tardó un poco más de lo esperado
13000001244,1315,2,426.0,7,Muy conforme con la calidad
13000001245,881,2,464.0,10,Todo perfecto
13000001246,475,1,260.0,7,Tardó un poco más de lo esperado
13000001247,1015,1,485.0,5,Muy conforme con la calidad
13000001248,574,2,163.0,7,Entrega rápida y producto excelente
13000001249,71,1,116.0,9,
13000001250,737,2,635.0,9,Muy conforme con la calidad
13000001251,1060,2,348.0,4,Atención muy buena
13000001252,1145,2,105.0,8,Atención muy buena
13000001253,1256,1,209.0,10,Todo perfecto
13000001254,1063,2,553.0,9,Tardó un poco más de lo esperado
13000001255,551,1,409.0,0,Volvería a comprar
13000001256,248,2,377.0,5,Volvería a comprar
13000001257,831,1,182.0,6,
13000001258,968,2,108.0,10,Entrega rápida y producto excelente
13000001259,1010,1,110.0,3,Todo perfecto
13000001260,509,2,91.0,10,Tardó un poco más de lo esperado
13000001261,767,2,421.0,8,Podría mejorar el empaque
13000001262,795,1,430.0,8,Podría mejorar el empaque
13000001263,712,1,437.0,8,
13000001264,273,1,149.0,9,Entrega rápida y producto excelente
13000001265,818,1,195.0,6,Todo perfecto
13000001266,513,2,71.0,6,
13000001267,1026,2,145.0,10,Todo perfecto
13000001268,1347,2,510.0,8,
13000001269,258,1,70.0,2,Entrega rápida y producto excelente
13000001270,1010,1,457.0,10,Atención muy buena
13000001271,220,2,281.0,7,Tardó un poco más de lo esperado
13000001272,1048,1,417.0,8,Volvería a comprar
13000001273,1300,1,55.0,8,
13000001274,262,2,463.0,8,Volvería a comprar
13000001275,1141,2,210.0,10,Volvería a comprar
13000001276,1234,2,24.0,8,Tardó un poco más de lo esperado
13000001277,554,1,361.0,8,Volvería a comprar
13000001278,730,1,144.0,9,Entrega rápida y producto excelente
13000001279,578,2,106.0,9,Podría mejorar el empaque
13000001280,1133,1,638.0,8,Todo perfecto
13000001281,272,1,422.0,9,Muy conforme con la calidad
13000001282,705,1,122.0,7,Todo perfecto
13000001283,1304,2,566.0,3,Volvería a comprar
13000001284,1274,2,161.0,5,Podría mejorar el empaque
13000001285,38,1,572.0,1,Volvería a comprar
13000001286,1037,2,334.0,1,Atención muy buena
13000001287,1438,1,549.0,10,Tardó un poco más de lo esperado
13000001288,621,1,349.0,9,
13000001289,177,1,520.0,7,Todo perfecto
13000001290,1116,2,37.0,6,Atención muy buena
13000001291,537,2,59.0,6,Muy conforme con la calidad
13000001292,233,2,446.0,10,Todo perfecto
13000001293,358,1,506.0,9,Tardó un poco más de lo esperado
13000001294,544,1,266.0,6,Atención muy buena
13000001295,694,2,385.0,7,Muy conforme con la calidad
13000001296,1267,2,547.0,6,
13000001297,491,1,350.0,10,
13000001298,536,1,537.0,10,Volvería a comprar
13000001299,403,1,267.0,6,Podría mejorar el empaque
13000001300,856,1,587.0,9,Volvería a comprar
13000001301,184,2,50.0,7,Todo perfecto
13000001302,349,1,14.0,10,Todo perfecto
13000001303,356,1,342.0,4,Atención muy buena
13000001304,818,2,311.0,8,Podría mejorar el empaque
13000001305,1251,2,256.0,4,Todo perfecto
13000001306,85,2,641.0,8,Tardó un poco más de lo esperado
13000001307,255,1,388.0,10,Podría mejorar el empaque
13000001308,929,2,455.0,8,Entrega rápida y producto excelente
13000001309,541,2,269.0,6,Muy conforme con la calidad
13000001310,116,2,608.0,4,
13000001311,402,1,467.0,8,Todo perfecto
13000001312,922,2,120.0,3,Entrega rápida y producto excelente
13000001313,1484,2,54.0,6,
13000001314,986,1,228.0,1,Muy conforme con la calidad
13000001315,155,1,360.0,6,Entrega rápida y producto excelente
13000001316,138,1,163.0,7,Tardó un poco más de lo esperado
13000001317,556,1,22.0,9,
13000001318,401,1,639.0,6,
13000001319,267,2,611.0,0,Muy conforme con la calidad
13000001320,776,1,230.0,6,
13000001321,186,1,430.0,7,
13000001322,1330,1,41.0,0,Muy conforme con la calidad
13000001323,32,1,26.0,9,Muy conforme con la calidad
13000001324,7,1,303.0,6,Tardó un poco más de lo esperado
13000001325,358,1,28.0,9,Muy conforme con la calidad
13000001326,129,1,71.0,0,
13000001327,829,2,540.0,7,Atención muy buena
13000001328,1129,2,222.0,9,Todo perfecto
13000001329,1297,1,409.0,6,Entrega rápida y producto excelente
13000001330,1001,1,355.0,10,Atención muy buena
13000001331,1222,2,67.0,9,Muy conforme con la calidad
13000001332,961,1,119.0,6,Entrega rápida y producto excelente
13000001333,147,1,219.0,9,Volvería a comprar
13000001334,1439,1,535.0,9,Entrega rápida y producto excelente
13000001335,880,2,461.0,10,Atención muy buena
13000001336,208,2,437.0,10,Entrega rápida y producto excelente
13000001337,1240,2,242.0,8,
13000001338,956,2,604.0,9,Tardó un poco más de lo esperado
13000001339,1212,2,527.0,3,Volvería a comprar
13000001340,112,1,572.0,9,Podría mejorar el empaque
13000001341,999,1,530.0,10,Todo perfecto
13000001342,1381,1,443.0,10,Atención muy buena
13000001343,935,2,261.0,8,
13000001344,1412,1,435.0,10,Todo perfecto
13000001345,296,1,641.0,7,Podría mejorar el empaque
13000001346,933,1,54.0,3,Entrega rápida y producto excelente
13000001347,954,1,637.0,9,Volvería a comprar
13000001348,269,2,297.0,7,Tardó un poco más de lo esperado
13000001349,281,2,593.0,5,Volvería a comprar
13000001350,359,2,525.0,8,Muy conforme con la calidad
13000001351,492,1,545.0,9,
13000001352,489,2,508.0,5,Podría mejorar el empaque
13000001353,386,2,558.0,7,Entrega rápida y producto excelente
13000001354,1329,1,599.0,7,Entrega rápida y producto excelente
13000001355,649,2,57.0,5,Volvería a comprar
13000001356,684,1,503.0,9,Tardó un poco más de lo esperado
13000001357,928,2,638.0,8,
13000001358,1096,1,511.0,5,Muy conforme con la calidad
13000001359,546,1,542.0,10,Muy conforme con la calidad
13000001360,121,1,84.0,10,
13000001361,400,2,168.0,10,Volvería a comprar
13000001362,383,1,28.0,10,Tardó un poco más de lo esperado
13000001363,518,1,132.0,9,
13000001364,1130,2,440.0,9,Atención muy buena
13000001365,921,2,622.0,5,Todo perfecto
13000001366,42,1,264.0,8,
13000001367,1459,1,208.0,2,Muy conforme con la calidad
13000001368,1172,2,631.0,0,Atención muy buena
13000001369,300,1,613.0,7,Podría mejorar el empaque
13000001370,23,2,56.0,10,Todo perfecto
13000001371,321,1,617.0,5,Muy conforme con la calidad
13000001372,426,1,361.0,8,
13000001373,594,2,563.0,9,Volvería a comprar
13000001374,1483,2,191.0,9,Podría mejorar el empaque
13000001375,1003,1,,9,
13000001376,457,2,512.0,5,Todo perfecto
13000001377,746,1,63.0,9,Podría mejorar el empaque
13000001378,150,2,169.0,9,Volvería a comprar
13000001379,1313,1,134.0,8,Volvería a comprar
13000001380,1087,2,180.0,10,Muy conforme con la calidad
13000001381,835,1,508.0,9,Todo perfecto
13000001382,1149,2,399.0,3,
13000001383,587,2,137.0,9,Entrega rápida y producto excelente
13000001384,257,1,415.0,7,Todo perfecto
13000001385,1127,1,333.0,0,Atención muy buena
13000001386,1332,1,580.0,8,Entrega rápida y producto excelente
13000001387,961,1,,0,Podría mejorar el empaque
13000001388,85,2,403.0,9,
13000001389,461,2,629.0,8,Atención muy buena
13000001390,302,2,115.0,4,Volvería a comprar
13000001391,1239,1,527.0,9,
13000001392,633,2,501.0,10,
13000001393,1475,2,246.0,9,Muy conforme con la calidad
13000001394,1377,1,593.0,9,
13000001395,719,1,156.0,3,Entrega rápida y producto excelente
13000001396,390,1,347.0,7,Muy conforme con la calidad
13000001397,541,1,578.0,3,Podría mejorar el empaque
13000001398,1181,1,215.0,7,Atención muy buena
13000001399,1022,1,391.0,7,Atención muy buena
13000001400,485,1,353.0,7,
13000001401,1011,1,43.0,7,Tardó un poco más de lo esperado
13000001402,771,1,362.0,6,Atención muy buena
13000001403,478,2,621.0,0,Entrega rápida y producto excelente
13000001404,529,2,191.0,5,Volvería a comprar
13000001405,73,1,120.0,10,Muy conforme con la calidad
13000001406,615,1,624.0,5,Atención muy buena
13000001407,1048,2,478.0,5,
13000001408,1292,1,138.0,3,Atención muy buena
13000001409,1429,1,343.0,10,Tardó un poco más de lo esperado
13000001410,1353,1,306.0,9,
13000001411,1322,1,415.0,8,Atención muy buena
13000001412,325,1,38.0,7,Muy conforme con la calidad
13000001413,1004,1,440.0,7,
13000001414,509,2,549.0,9,Tardó un poco más de lo esperado
13000001415,1498,1,308.0,8,Entrega rápida y producto excelente
13000001416,166,2,425.0,4,Tardó un poco más de lo esperado
13000001417,971,2,613.0,8,Podría mejorar el empaque
13000001418,1301,2,552.0,8,
13000001419,573,2,,9,Muy conforme con la calidad
13000001420,730,2,216.0,7,Muy conforme con la calidad
13000001421,650,2,436.0,9,Atención muy buena
13000001422,873,1,281.0,9,Muy conforme con la calidad
13000001423,658,2,644.0,9,Podría mejorar el empaque
13000001424,991,2,247.0,1,Tardó un poco más de lo esperado
13000001425,106,2,642.0,3,
13000001426,270,2,617.0,10,Tardó un poco más de lo esperado
13000001427,833,1,441.0,6,Muy conforme con la calidad
13000001428,604,1,236.0,6,Tardó un poco más de lo esperado
13000001429,1051,2,257.0,7,Tardó un poco más de lo esperado
13000001430,212,2,643.0,10,Tardó un poco más de lo esperado
13000001431,1149,1,47.0,8,Volvería a comprar
13000001432,456,2,269.0,8,Atención muy buena
13000001433,859,2,482.0,7,Todo perfecto
13000001434,728,2,345.0,5,Podría mejorar el empaque
13000001435,1062,1,196.0,9,Volvería a comprar
13000001436,995,1,163.0,7,Podría mejorar el empaque
13000001437,1173,1,490.0,8,Tardó un poco más de lo esperado
13000001438,1375,1,216.0,4,Tardó un poco más de lo esperado
13000001439,1073,2,155.0,3,Volvería a comprar
13000001440,767,1,639.0,7,Tardó un poco más de lo esperado
13000001441,969,2,462.0,8,Volvería a comprar
13000001442,466,2,428.0,10,Todo perfecto
13000001443,658,1,432.0,6,Atención muy buena
13000001444,503,2,297.0,1,Tardó un poco más de lo esperado
13000001445,810,2,559.0,0,Entrega rápida y producto excelente
13000001446,1161,2,118.0,7,Volvería a comprar
13000001447,373,2,93.0,7,Podría mejorar el empaque
13000001448,467,1,93.0,6,Entrega rápida y producto excelente
13000001449,165,1,280.0,8,Todo perfecto
13000001450,1212,2,546.0,7,Atención muy buena
13000001451,237,1,426.0,5,Entrega rápida y producto excelente
13000001452,447,2,238.0,10,Volvería a comprar
13000001453,272,1,439.0,3,Atención muy buena
13000001454,690,2,375.0,7,Podría mejorar el empaque
13000001455,254,1,42.0,7,Todo perfecto
13000001456,639,2,233.0,8,Muy conforme con la calidad
13000001457,1257,2,319.0,10,Entrega rápida y producto excelente
13000001458,1322,2,303.0,7,
13000001459,1418,2,411.0,9,Podría mejorar el empaque
13000001460,1163,1,617.0,5,Todo perfecto
13000001461,1237,1,338.0,7,Podría mejorar el empaque
13000001462,1313,1,329.0,10,Tardó un poco más de lo esperado
13000001463,558,2,195.0,7,Entrega rápida y producto excelente
13000001464,806,2,463.0,8,Tardó un poco más de lo esperado
13000001465,362,1,157.0,9,
13000001466,8,1,533.0,7,
13000001467,54,2,327.0,5,Podría mejorar el empaque
13000001468,554,2,90.0,3,Todo perfecto
13000001469,1409,1,439.0,9,Volvería a comprar
13000001470,259,2,279.0,6,Atención muy buena
13000001471,1397,1,96.0,9,Muy conforme con la calidad
13000001472,1378,2,508.0,10,Entrega rápida y producto excelente
13000001473,1170,2,268.0,8,Entrega rápida y producto excelente
13000001474,224,2,607.0,10,Podría mejorar el empaque
13000001475,1127,1,304.0,7,
13000001476,1321,2,155.0,9,Todo perfecto
13000001477,1371,2,304.0,6,Podría mejorar el empaque
13000001478,726,1,198.0,8,
13000001479,874,2,340.0,4,Entrega rápida y producto excelente
13000001480,370,2,324.0,5,Volvería a comprar
13000001481,712,1,93.0,9,Todo perfecto
13000001482,1315,2,352.0,9,Podría mejorar el empaque
13000001483,1494,2,104.0,6,Muy conforme con la calidad
13000001484,578,1,121.0,8,Muy conforme con la calidad
13000001485,380,2,568.0,8,
13000001486,969,1,319.0,7,Todo perfecto
13000001487,233,2,205.0,7,Muy conforme con la calidad
13000001488,1027,2,35.0,7,Tardó un poco más de lo esperado
13000001489,130,1,551.0,10,Muy conforme con la calidad
13000001490,688,1,,10,Todo perfecto
13000001491,415,2,303.0,7,Entrega rápida y producto excelente
13000001492,691,2,252.0,1,Entrega rápida y producto excelente
13000001493,254,1,139.0,9,Muy conforme con la calidad
13000001494,966,1,471.0,10,Atención muy buena
13000001495,516,2,625.0,9,Tardó un poco más de lo esperado
13000001496,40,1,64.0,6,
13000001497,28,2,488.0,9,
13000001498,464,2,43.0,8,Atención muy buena
13000001499,1244,1,302.0,10,Podría mejorar el empaque
13000001500,904,2,464.0,10,
13000001501,371,1,566.0,8,Entrega rápida y producto excelente
13000001502,385,2,349.0,9,Atención muy buena
13000001503,655,1,436.0,7,Atención muy buena
13000001504,973,2,253.0,10,Atención muy buena
13000001505,159,1,439.0,3,Entrega rápida y producto excelente
13000001506,325,2,50.0,9,Atención muy buena
13000001507,908,1,132.0,7,Todo perfecto
13000001508,1022,1,133.0,10,Muy conforme con la calidad
13000001509,410,2,213.0,10,Tardó un poco más de lo esperado
13000001510,743,2,175.0,8,Todo perfecto
13000001511,937,1,478.0,8,Todo perfecto
13000001512,1301,1,446.0,10,Tardó un poco más de lo esperado
13000001513,1313,1,293.0,5,Volvería a comprar
13000001514,1245,2,527.0,10,Volvería a comprar
13000001515,519,1,233.0,10,Entrega rápida y producto excelente
13000001516,832,1,410.0,0,Atención muy buena
13000001517,37,1,121.0,2,Entrega rápida y producto excelente
13000001518,602,2,510.0,10,
13000001519,621,2,361.0,2,Entrega rápida y producto excelente
13000001520,369,2,124.0,8,Entrega rápida y producto excelente
13000001521,890,2,323.0,7,
13000001522,334,1,261.0,8,Tardó un poco más de lo esperado
13000001523,347,1,351.0,8,Podría mejorar el empaque
13000001524,1138,1,134.0,10,Tardó un poco más de lo esperado
13000001525,1271,1,135.0,8,Todo perfecto
13000001526,509,1,625.0,4,Volvería a comprar
13000001527,1409,1,48.0,7,Entrega rápida y producto excelente
13000001528,875,2,101.0,6,Todo perfecto
13000001529,867,2,396.0,8,Atención muy buena
13000001530,111,1,329.0,5,Todo perfecto
13000001531,1486,1,451.0,8,Muy conforme con la calidad
13000001532,1084,2,597.0,10,Atención muy buena
13000001533,780,2,463.0,8,Podría mejorar el empaque
13000001534,1037,1,354.0,1,Todo perfecto
13000001535,592,1,52.0,5,
13000001536,1010,1,627.0,10,Tardó un poco más de lo esperado
13000001537,1292,1,498.0,3,Entrega rápida y producto excelente
13000001538,594,1,69.0,5,Todo perfecto
13000001539,1453,1,96.0,9,Atención muy buena
13000001540,119,1,45.0,10,Volvería a comprar
13000001541,488,2,243.0,1,
13000001542,32,2,461.0,3,Muy conforme con la calidad
13000001543,1340,1,105.0,3,Todo perfecto
13000001544,783,1,326.0,9,Todo perfecto
13000001545,72,2,351.0,8,Tardó un poco más de lo esperado
13000001546,403,2,217.0,2,Volvería a comprar
13000001547,890,2,16.0,9,Tardó un poco más de lo esperado
13000001548,992,2,263.0,8,Entrega rápida y producto excelente
13000001549,538,2,356.0,6,Podría mejorar el empaque
13000001550,262,1,108.0,9,
13000001551,1256,2,615.0,8,Muy conforme con la calidad
13000001552,704,1,452.0,9,Podría mejorar el empaque
13000001553,417,2,458.0,9,Volvería a comprar
13000001554,984,1,543.0,9,
13000001555,768,1,504.0,7,Podría mejorar el empaque
13000001556,615,1,617.0,9,
13000001557,995,1,222.0,6,Volvería a comprar
13000001558,56,2,451.0,6,
13000001559,1440,1,222.0,7,Tardó un poco más de lo esperado
13000001560,832,1,580.0,8,Todo perfecto
13000001561,217,2,345.0,10,Podría mejorar el empaque
13000001562,1323,2,235.0,9,Volvería a comprar
13000001563,803,1,409.0,8,Atención muy buena
13000001564,512,1,374.0,10,Volvería a comprar
13000001565,952,2,247.0,10,Volvería a comprar
13000001566,1433,1,410.0,10,
13000001567,824,2,496.0,9,Tardó un poco más de lo esperado
13000001568,384,1,342.0,7,Volvería a comprar
13000001569,1029,2,254.0,8,Volvería a comprar
13000001570,297,2,425.0,8,Tardó un poco más de lo esperado
13000001571,1101,1,490.0,6,Todo perfecto
13000001572,464,2,101.0,2,Tardó un poco más de lo esperado
13000001573,727,1,306.0,7,Atención muy buena
13000001574,71,1,38.0,8,Entrega rápida y producto excelente
13000001575,520,2,92.0,8,Tardó un poco más de lo esperado
13000001576,930,1,375.0,9,Podría mejorar el empaque
13000001577,447,1,489.0,8,Entrega rápida y producto excelente
13000001578,900,1,326.0,8,Tardó un poco más de lo esperado
13000001579,304,1,467.0,8,Atención muy buena
13000001580,954,2,620.0,8,Podría mejorar el empaque
13000001581,765,1,493.0,5,Muy conforme con la calidad
13000001582,731,1,611.0,5,Podría mejorar el empaque
13000001583,938,1,632.0,7,
13000001584,105,1,575.0,3,Podría mejorar el empaque
13000001585,1346,1,603.0,7,Atención muy buena
13000001586,563,2,212.0,5,Atención muy buena
13000001587,41,1,497.0,7,Todo perfecto
13000001588,947,1,99.0,7,Volvería a comprar
13000001589,1259,2,199.0,9,Muy conforme con la calidad
13000001590,110,1,368.0,7,Entrega rápida y producto excelente
13000001591,375,2,163.0,6,
13000001592,229,1,389.0,5,Atención muy buena
13000001593,425,1,238.0,8,Todo perfecto
13000001594,1452,2,400.0,9,Muy conforme con la calidad
13000001595,366,1,422.0,10,
13000001596,983,2,283.0,9,Todo perfecto
13000001597,1418,2,284.0,10,Entrega rápida y producto excelente
13000001598,943,1,396.0,10,Tardó un poco más de lo esperado
13000001599,1162,1,554.0,10,Podría mejorar el empaque
13000001600,117,2,55.0,10,Podría mejorar el empaque
13000001601,68,1,165.0,9,
13000001602,763,1,586.0,10,Volvería a comprar
13000001603,45,1,23.0,8,Muy conforme con la calidad
13000001604,930,1,136.0,10,Tardó un poco más de lo esperado
13000001605,743,1,78.0,3,Entrega rápida y producto excelente
13000001606,578,2,442.0,7,Volvería a comprar
13000001607,1409,2,440.0,8,Tardó un poco más de lo esperado
13000001608,831,2,241.0,9,Volvería a comprar
13000001609,862,2,460.0,9,Podría mejorar el empaque
13000001610,391,1,65.0,5,Entrega rápida y producto excelente
13000001611,1044,1,171.0,9,Tardó un poco más de lo esperado
13000001612,539,2,278.0,8,Todo perfecto
13000001613,758,2,402.0,8,Volvería a comprar
13000001614,616,2,98.0,5,Volvería a comprar
13000001615,1281,1,495.0,8,Atención muy buena
13000001616,1029,2,557.0,9,Todo perfecto
13000001617,160,1,626.0,10,Muy conforme con la calidad
13000001618,1004,2,332.0,9,Muy conforme con la calidad
13000001619,522,2,308.0,9,Atención muy buena
13000001620,474,1,549.0,8,Todo perfecto
13000001621,809,2,211.0,3,Tardó un poco más de lo esperado
13000001622,1000,2,393.0,6,
13000001623,657,1,217.0,10,Volvería a comprar
13000001624,1183,1,453.0,8,Todo perfecto
13000001625,549,2,631.0,9,Entrega rápida y producto excelente
13000001626,1483,1,42.0,10,Tardó un poco más de lo esperado
13000001627,958,1,157.0,8,Tardó un poco más de lo esperado
13000001628,13,2,188.0,10,Entrega rápida y producto excelente
13000001629,810,1,600.0,10,Tardó un poco más de lo esperado
13000001630,1336,1,199.0,5,Volvería a comprar
13000001631,672,1,102.0,5,Todo perfecto
13000001632,445,1,198.0,8,Podría mejorar el empaque
13000001633,1127,2,517.0,6,Podría mejorar el empaque
13000001634,604,1,281.0,8,Entrega rápida y producto excelente
13000001635,433,1,378.0,7,Entrega rápida y producto excelente
13000001636,1234,1,642.0,5,Todo perfecto
13000001637,70,1,167.0,6,Todo perfecto
13000001638,540,1,602.0,9,Todo perfecto
13000001639,606,1,421.0,6,Atención muy buena
13000001640,1351,2,428.0,9,
13000001641,714,1,372.0,10,Muy conforme con la calidad
13000001642,1011,2,329.0,7,Entrega rápida y producto excelente
13000001643,349,2,465.0,10,
13000001644,422,2,41.0,9,Todo perfecto
13000001645,972,2,87.0,8,Muy conforme con la calidad
13000001646,1008,2,245.0,8,Atención muy buena
13000001647,14,1,330.0,2,Muy conforme con la calidad
13000001648,1124,1,172.0,7,Atención muy buena
13000001649,976,2,322.0,9,Entrega rápida y producto excelente
13000001650,1434,1,418.0,8,Podría mejorar el empaque
13000001651,1388,2,248.0,7,Entrega rápida y producto excelente
13000001652,1326,2,505.0,9,Volvería a comprar
13000001653,1296,1,592.0,8,Todo perfecto
13000001654,1414,1,615.0,7,Muy conforme con la calidad
13000001655,751,2,72.0,7,Todo perfecto
13000001656,825,2,287.0,10,Entrega rápida y producto excelente
13000001657,1199,2,360.0,8,Entrega rápida y producto excelente
13000001658,955,1,265.0,7,Podría mejorar el empaque
13000001659,433,2,242.0,7,Volvería a comprar
13000001660,1431,1,61.0,5,Muy conforme con la calidad
13000001661,1274,1,643.0,6,Podría mejorar el empaque
13000001662,1323,1,14.0,2,Todo perfecto
13000001663,712,1,134.0,3,Todo perfecto
13000001664,62,1,279.0,10,Atención muy buena
