shipment_sk,shipped_date_sk,delivered_date_sk,customer_sk,channel_sk,store_sk,ship_addr_sk,status,carrier,tracking_number
6089,285,286,934,2,4,4,READY,PICKUP,
6090,637,638,1132,2,4,4,DELIVERED,PICKUP,
6091,382,383,52,2,2,2,DELIVERED,PICKUP,
6092,334,340,1111,1,,1669,SHIPPED,Correo Argentino,TRK-EM0EDSPY9Q
6093,112,113,505,2,2,2,SHIPPED,PICKUP,
6094,505,506,1286,2,4,4,DELIVERED,PICKUP,
6095,548,550,220,1,,90,DELIVERED,Correo Argentino,TRK-6O1T6ANK2U
6096,462,463,673,2,2,2,SHIPPED,PICKUP,
6097,562,567,557,1,,45,DELIVERED,Correo Argentino,TRK-1YH9SXNV40
6098,590,591,797,2,4,4,DELIVERED,PICKUP,
6099,215,220,596,1,,2679,DELIVERED,Correo Argentino,TRK-F8RZ1DM4T8
6100,450,454,1167,1,,1982,SHIPPED,Correo Argentino,TRK-C56VMO119Y
6101,185,187,658,1,,259,DELIVERED,Correo Argentino,TRK-VS0GENRJKB
6102,108,113,518,1,,1260,DELIVERED,Correo Argentino,TRK-NZWQGZXZNC
6103,95,98,1318,1,,1314,DELIVERED,Correo Argentino,TRK-PEKQPOISFZ
6104,171,172,721,2,3,3,DELIVERED,PICKUP,
6105,625,629,275,1,,2796,SHIPPED,Correo Argentino,TRK-THJY43LX19
6106,597,598,1310,2,4,4,SHIPPED,PICKUP,
6107,633,634,555,2,1,1,DELIVERED,PICKUP,
6108,271,273,1020,1,,387,SHIPPED,Correo Argentino,TRK-A64ESXNATK
6109,160,165,1013,1,,3137,DELIVERED,Correo Argentino,TRK-DNR15SBQSX
6110,507,508,415,2,2,2,DELIVERED,PICKUP,
6111,359,360,1155,2,4,4,READY,PICKUP,
6112,19,22,1426,1,,2318,DELIVERED,Correo Argentino,TRK-N9B292SRJ3
6113,515,516,1269,2,1,1,DELIVERED,PICKUP,
6114,248,251,1230,1,,3099,DELIVERED,Correo Argentino,TRK-15ARBE6CG8
6115,324,325,972,2,3,3,DELIVERED,PICKUP,
6116,626,631,1107,1,,2762,SHIPPED,Correo Argentino,TRK-JE2APW3S46
6117,247,250,788,1,,1655,DELIVERED,Correo Argentino,TRK-Y0UNCBZISF
6118,186,191,1120,1,,1597,DELIVERED,Correo Argentino,TRK-DQL0FSOP08
6119,240,243,168,1,,603,READY,Correo Argentino,TRK-9IENFNX04V
6120,,,746,2,2,2,CANCELLED,PICKUP,
6121,442,444,127,1,,2637,DELIVERED,Correo Argentino,TRK-EM9CXX2XF8
6122,74,76,447,1,,680,DELIVERED,Correo Argentino,TRK-BNF5AAMYVM
6123,208,210,815,1,,2895,DELIVERED,Correo Argentino,TRK-ZZVV2HEEU8
6124,349,354,882,1,,461,DELIVERED,Correo Argentino,TRK-2O24CY0FB1
6125,405,409,1213,1,,2662,DELIVERED,Correo Argentino,TRK-3XZB305663
6126,335,340,1266,1,,1280,DELIVERED,Correo Argentino,TRK-035I9L7G9M
6127,324,327,195,1,,2595,DELIVERED,Correo Argentino,TRK-68LQ03OZY8
6128,298,299,1128,2,3,3,DELIVERED,PICKUP,
6129,,,661,1,,284,CANCELLED,Correo Argentino,
6130,297,302,1054,1,,2520,DELIVERED,Correo Argentino,TRK-APPSOKTH1Z
6131,269,271,887,1,,2387,DELIVERED,Correo Argentino,TRK-IQXSM5ZQ30
6132,,,71,1,,1168,CANCELLED,Correo Argentino,
6133,449,451,1303,1,,977,DELIVERED,Correo Argentino,TRK-YBMJW1MA3D
6134,141,144,545,1,,2602,DELIVERED,Correo Argentino,TRK-T0GAXANJKO
6135,520,521,613,2,2,2,DELIVERED,PICKUP,
6136,,,616,1,,545,CANCELLED,Correo Argentino,
6137,282,286,309,1,,482,READY,Correo Argentino,TRK-1CDFNAJN5X
6138,219,222,740,1,,2541,SHIPPED,Correo Argentino,TRK-V6UTIXNWAT
6139,474,475,1281,2,1,1,SHIPPED,PICKUP,
6140,180,181,347,2,3,3,DELIVERED,PICKUP,
6141,66,69,1385,1,,1768,DELIVERED,Correo Argentino,TRK-T2ZL8KWIEG
6142,473,474,547,2,4,4,SHIPPED,PICKUP,
6143,186,191,726,1,,2699,DELIVERED,Correo Argentino,TRK-GK3DBXR2DO
6144,125,126,315,2,3,3,DELIVERED,PICKUP,
6145,404,406,914,1,,680,SHIPPED,Correo Argentino,TRK-FVLDYVGCA0
6146,583,585,896,1,,2464,DELIVERED,Correo Argentino,TRK-WK9Y5AACG2
6147,,,289,2,3,3,CANCELLED,PICKUP,
6148,130,131,597,2,4,4,SHIPPED,PICKUP,
6149,468,470,195,1,,1874,SHIPPED,Correo Argentino,TRK-DA16C51E8W
6150,601,602,1129,2,4,4,DELIVERED,PICKUP,
6151,15,20,713,1,,1395,DELIVERED,Correo Argentino,TRK-95766PS55S
6152,,,1158,1,,2427,CANCELLED,Correo Argentino,
6153,,,820,2,4,4,CANCELLED,PICKUP,
6154,228,231,425,1,,774,DELIVERED,Correo Argentino,TRK-UHRL7P121P
6155,57,61,461,1,,2650,DELIVERED,Correo Argentino,TRK-J491NNABR3
6156,271,272,804,2,1,1,DELIVERED,PICKUP,
6157,464,469,83,1,,704,SHIPPED,Correo Argentino,TRK-6HVFPXX60P
6158,99,100,376,2,3,3,DELIVERED,PICKUP,
6159,126,130,1429,1,,896,DELIVERED,Correo Argentino,TRK-NDLEU4F2CG
6160,232,235,1360,1,,1553,DELIVERED,Correo Argentino,TRK-I0A62BLKDI
6161,517,520,900,1,,545,DELIVERED,Correo Argentino,TRK-U6XP5ODKOW
6162,40,45,1039,1,,58,DELIVERED,Correo Argentino,TRK-166WF90S9O
6163,267,271,1066,1,,2864,DELIVERED,Correo Argentino,TRK-CMOTD6U7SZ
6164,533,534,165,2,4,4,DELIVERED,PICKUP,
6165,467,471,957,1,,881,DELIVERED,Correo Argentino,TRK-GDBRNID5R6
6166,640,645,1335,1,,2897,SHIPPED,Correo Argentino,TRK-ZCP6L5I7PX
6167,231,232,442,2,1,1,DELIVERED,PICKUP,
6168,103,104,1443,2,1,1,DELIVERED,PICKUP,
6169,78,82,492,1,,1923,DELIVERED,Correo Argentino,TRK-50JQR9FVW5
6170,270,273,944,1,,2643,SHIPPED,Correo Argentino,TRK-5R5D7V6KLP
6171,503,506,370,1,,1299,DELIVERED,Correo Argentino,TRK-F5605149XK
6172,186,190,516,1,,351,DELIVERED,Correo Argentino,TRK-VPXHG5PT83
6173,63,65,1392,1,,262,DELIVERED,Correo Argentino,TRK-BUQ2MFTO60
6174,174,175,1019,2,2,2,READY,PICKUP,
6175,135,138,337,1,,100,DELIVERED,Correo Argentino,TRK-HTBL92V0PK
6176,443,448,387,1,,521,DELIVERED,Correo Argentino,TRK-IZF84C5X8O
6177,184,187,281,1,,2619,DELIVERED,Correo Argentino,TRK-K1T3QQQA0O
6178,478,480,628,1,,1308,DELIVERED,Correo Argentino,TRK-KSTA1HO5JS
6179,528,530,952,1,,2681,SHIPPED,Correo Argentino,TRK-C8GU7TPT36
6180,249,254,1340,1,,1101,DELIVERED,Correo Argentino,TRK-JV6KW5WUUH
6181,254,258,1076,1,,3174,DELIVERED,Correo Argentino,TRK-98I21610AN
6182,64,69,185,1,,41,DELIVERED,Correo Argentino,TRK-Q47E1EQA2S
6183,631,634,475,1,,308,SHIPPED,Correo Argentino,TRK-2OQ4P3Z2N1
6184,536,540,154,1,,3080,DELIVERED,Correo Argentino,TRK-YL838BKRV4
6185,68,69,1168,2,4,4,DELIVERED,PICKUP,
6186,634,636,309,1,,1377,DELIVERED,Correo Argentino,TRK-6TDH7E4V9O
6187,150,151,828,2,4,4,DELIVERED,PICKUP,
6188,84,86,1200,1,,992,DELIVERED,Correo Argentino,TRK-3PXC23ZFIM
6189,239,241,1286,1,,1628,DELIVERED,Correo Argentino,TRK-VII25SHYH7
6190,33,34,659,2,1,1,DELIVERED,PICKUP,
6191,545,549,430,1,,2797,DELIVERED,Correo Argentino,TRK-JF050CFT2W
6192,441,445,704,1,,3011,DELIVERED,Correo Argentino,TRK-YGQ1Y5VB89
6193,172,173,1087,2,3,3,DELIVERED,PICKUP,
6194,364,368,63,1,,218,DELIVERED,Correo Argentino,TRK-074GNRB0IW
6195,412,416,1388,1,,850,DELIVERED,Correo Argentino,TRK-747TRPXHNL
6196,11,12,987,2,1,1,SHIPPED,PICKUP,
6197,4,7,311,1,,1971,DELIVERED,Correo Argentino,TRK-JHYYJXA47S
6198,291,292,379,2,4,4,DELIVERED,PICKUP,
6199,187,191,585,1,,956,READY,Correo Argentino,TRK-IQIWQULKWB
6200,595,601,877,1,,2706,DELIVERED,Correo Argentino,TRK-1XIME6ACVW
6201,,,416,2,3,3,CANCELLED,PICKUP,
6202,328,333,173,1,,1857,DELIVERED,Correo Argentino,TRK-B1ES9N03YW
6203,607,612,659,1,,86,DELIVERED,Correo Argentino,TRK-VC5ZSRFWAZ
6204,427,429,4,1,,1911,DELIVERED,Correo Argentino,TRK-OZZZR3QTGJ
6205,57,58,849,2,1,1,DELIVERED,PICKUP,
6206,405,406,271,2,4,4,DELIVERED,PICKUP,
6207,550,553,1388,1,,157,DELIVERED,Correo Argentino,TRK-A6CFENJOTZ
6208,,,623,1,,1778,CANCELLED,Correo Argentino,
6209,258,263,1388,1,,620,DELIVERED,Correo Argentino,TRK-QUB5DWK6GZ
6210,,,1427,2,2,2,CANCELLED,PICKUP,
6211,44,45,1139,2,4,4,DELIVERED,PICKUP,
6212,603,608,463,1,,432,DELIVERED,Correo Argentino,TRK-I0HGGYMMEQ
6213,125,127,1430,1,,997,DELIVERED,Correo Argentino,TRK-FNJWBBHPO7
6214,129,133,499,1,,1431,SHIPPED,Correo Argentino,TRK-GBJJYWRKET
6215,108,111,67,1,,2854,DELIVERED,Correo Argentino,TRK-0VDILQ59CO
6216,602,607,249,1,,636,DELIVERED,Correo Argentino,TRK-KL6YLHGA91
6217,339,341,764,1,,1440,DELIVERED,Correo Argentino,TRK-GZSYSTVI3K
6218,633,634,911,2,3,3,DELIVERED,PICKUP,
6219,548,549,801,2,3,3,DELIVERED,PICKUP,
6220,460,465,130,1,,1165,DELIVERED,Correo Argentino,TRK-3ZBTZWVWC7
6221,,,1106,1,,900,CANCELLED,Correo Argentino,
6222,76,82,1441,1,,2607,DELIVERED,Correo Argentino,TRK-LBYN2RGJI9
6223,454,459,364,1,,230,SHIPPED,Correo Argentino,TRK-GJQKIS0X1P
6224,97,99,35,1,,3121,SHIPPED,Correo Argentino,TRK-POB8F8HO89
6225,461,466,1451,1,,1000,DELIVERED,Correo Argentino,TRK-CWRN92UAW2
6226,49,53,679,1,,172,DELIVERED,Correo Argentino,TRK-MI0V2EMUKH
6227,16,18,1084,1,,2211,DELIVERED,Correo Argentino,TRK-LGIEXR0EJ5
6228,516,521,248,1,,729,DELIVERED,Correo Argentino,TRK-YLL22FPTTE
6229,460,464,1249,1,,2033,DELIVERED,Correo Argentino,TRK-LJ3JU46RHF
6230,156,157,4,2,1,1,DELIVERED,PICKUP,
6231,,,1405,2,3,3,CANCELLED,PICKUP,
6232,89,90,1212,2,4,4,DELIVERED,PICKUP,
6233,514,518,962,1,,259,DELIVERED,Correo Argentino,TRK-AXC2B2B5EF
6234,,,1016,2,3,3,CANCELLED,PICKUP,
6235,3,6,1346,1,,2965,DELIVERED,Correo Argentino,TRK-QYK08NE13F
6236,,,249,1,,2336,CANCELLED,Correo Argentino,
6237,137,139,1301,1,,3138,SHIPPED,Correo Argentino,TRK-WX4W43RS6R
6238,,,1224,2,4,4,CANCELLED,PICKUP,
6239,518,521,790,1,,2519,DELIVERED,Correo Argentino,TRK-3H7ASQB6SM
6240,187,191,1307,1,,1395,SHIPPED,Correo Argentino,TRK-4PD28GNYLV
6241,113,117,56,1,,2447,DELIVERED,Correo Argentino,TRK-B6XVP5LFJ0
6242,291,292,266,2,4,4,SHIPPED,PICKUP,
6243,367,368,80,2,1,1,DELIVERED,PICKUP,
6244,515,516,1458,2,3,3,DELIVERED,PICKUP,
6245,60,63,685,1,,570,SHIPPED,Correo Argentino,TRK-WTBZ5DNGSS
6246,324,325,1284,2,1,1,DELIVERED,PICKUP,
6247,137,138,1460,2,1,1,DELIVERED,PICKUP,
6248,105,109,1024,1,,1446,SHIPPED,Correo Argentino,TRK-OVZ3J532HV
6249,497,501,937,1,,337,DELIVERED,Correo Argentino,TRK-VEFNFIFLQ4
6250,88,89,1489,2,1,1,DELIVERED,PICKUP,
6251,156,157,1233,2,4,4,DELIVERED,PICKUP,
6252,585,587,176,1,,2837,DELIVERED,Correo Argentino,TRK-VKYHA50BQL
6253,113,117,396,1,,3154,DELIVERED,Correo Argentino,TRK-XMTLQLU15S
6254,512,514,552,1,,828,DELIVERED,Correo Argentino,TRK-IUHUXTZH63
6255,249,253,709,1,,2673,DELIVERED,Correo Argentino,TRK-Y2PWKQAF9W
6256,530,533,1262,1,,12,DELIVERED,Correo Argentino,TRK-3WFR30JAG1
6257,481,482,310,2,2,2,SHIPPED,PICKUP,
6258,255,257,1258,1,,3080,DELIVERED,Correo Argentino,TRK-BD6NNAQA5O
6259,108,109,1039,2,3,3,DELIVERED,PICKUP,
6260,406,410,145,1,,1506,DELIVERED,Correo Argentino,TRK-CYH0VRPH51
6261,23,25,928,1,,2542,DELIVERED,Correo Argentino,TRK-UZAHLQR5VA
6262,554,556,1061,1,,858,DELIVERED,Correo Argentino,TRK-YKG6UAZKIL
6263,136,137,1421,2,1,1,DELIVERED,PICKUP,
6264,577,582,1219,1,,2782,SHIPPED,Correo Argentino,TRK-9JHQYCWIH5
6265,629,631,510,1,,1239,DELIVERED,Correo Argentino,TRK-YLM6B2CQAG
6266,492,496,684,1,,596,DELIVERED,Correo Argentino,TRK-85WH37BG08
6267,295,299,727,1,,2981,DELIVERED,Correo Argentino,TRK-HJE1RTUWOG
6268,382,387,584,1,,1086,DELIVERED,Correo Argentino,TRK-TAT9N7WNFG
6269,,,521,1,,2220,CANCELLED,Correo Argentino,
6270,390,392,475,1,,45,DELIVERED,Correo Argentino,TRK-UKGZ9IJ2K7
6271,310,313,1472,1,,1331,SHIPPED,Correo Argentino,TRK-38BCD2K63N
6272,484,489,188,1,,2796,DELIVERED,Correo Argentino,TRK-V6RY6XZPTR
6273,104,105,601,2,1,1,DELIVERED,PICKUP,
6274,598,600,407,1,,220,DELIVERED,Correo Argentino,TRK-AO5LC0OW1W
6275,382,383,210,2,2,2,DELIVERED,PICKUP,
6276,264,265,1472,2,2,2,DELIVERED,PICKUP,
6277,428,429,1317,2,1,1,DELIVERED,PICKUP,
6278,334,341,1450,1,,2482,DELIVERED,Correo Argentino,TRK-J57N3J7UL0
6279,579,582,724,1,,566,DELIVERED,Correo Argentino,TRK-2OMW31CNKA
6280,383,386,942,1,,66,SHIPPED,Correo Argentino,TRK-7MTEJBJXVH
6281,50,54,226,1,,773,DELIVERED,Correo Argentino,TRK-IHU83Q8EUK
6282,637,638,675,2,2,2,SHIPPED,PICKUP,
6283,420,425,1366,1,,1366,DELIVERED,Correo Argentino,TRK-IPC5TXENQ9
6284,315,319,1464,1,,3074,SHIPPED,Correo Argentino,TRK-Q6T1L9AY2D
6285,496,497,1317,2,2,2,DELIVERED,PICKUP,
6286,323,328,321,1,,1978,DELIVERED,Correo Argentino,TRK-1415FTJRDP
6287,501,502,288,2,3,3,SHIPPED,PICKUP,
6288,47,49,839,1,,2502,SHIPPED,Correo Argentino,TRK-H377BSEING
6289,16,17,63,2,4,4,SHIPPED,PICKUP,
6290,31,35,74,1,,2410,DELIVERED,Correo Argentino,TRK-EHD29U6IA1
6291,174,176,1359,1,,2851,DELIVERED,Correo Argentino,TRK-R4P6DHE5HN
6292,,,735,1,,2964,CANCELLED,Correo Argentino,
6293,338,339,583,2,2,2,DELIVERED,PICKUP,
6294,37,43,403,1,,1948,SHIPPED,Correo Argentino,TRK-07EPP5HY22
6295,265,266,144,2,4,4,DELIVERED,PICKUP,
6296,130,131,724,2,4,4,DELIVERED,PICKUP,
6297,,,508,1,,368,CANCELLED,Correo Argentino,
6298,424,428,1476,1,,832,DELIVERED,Correo Argentino,TRK-5ZD2KM78SG
6299,,,1069,1,,1186,CANCELLED,Correo Argentino,
6300,509,514,92,1,,2789,DELIVERED,Correo Argentino,TRK-42FT84MBIV
6301,73,77,376,1,,461,DELIVERED,Correo Argentino,TRK-I61ZML9G40
6302,358,359,251,2,4,4,DELIVERED,PICKUP,
6303,283,288,665,1,,2694,DELIVERED,Correo Argentino,TRK-TNND08UN6M
6304,335,336,4,2,1,1,DELIVERED,PICKUP,
6305,483,487,225,1,,3203,SHIPPED,Correo Argentino,TRK-9GW5WLJ3PE
6306,476,477,1083,2,1,1,DELIVERED,PICKUP,
6307,317,322,111,1,,206,DELIVERED,Correo Argentino,TRK-R730F8IPIH
6308,197,198,1491,2,2,2,DELIVERED,PICKUP,
6309,32,37,1340,1,,228,DELIVERED,Correo Argentino,TRK-DH5DS99N6I
6310,467,469,597,1,,525,DELIVERED,Correo Argentino,TRK-F6S7PFRPF6
6311,301,306,873,1,,1680,DELIVERED,Correo Argentino,TRK-B9DZIZJ3V6
6312,88,89,1021,2,1,1,SHIPPED,PICKUP,
6313,404,406,456,1,,2390,SHIPPED,Correo Argentino,TRK-64ZB5GA83U
6314,397,398,413,2,3,3,DELIVERED,PICKUP,
6315,68,69,748,2,3,3,DELIVERED,PICKUP,
6316,161,162,1310,2,1,1,DELIVERED,PICKUP,
6317,66,71,1271,1,,931,DELIVERED,Correo Argentino,TRK-YNGHZQZKLH
6318,273,276,964,1,,1131,DELIVERED,Correo Argentino,TRK-UMNJ1VJYCX
6319,341,346,1178,1,,571,DELIVERED,Correo Argentino,TRK-J6NVN1WHPP
6320,502,505,292,1,,1423,DELIVERED,Correo Argentino,TRK-HO3W7475D4
6321,418,419,1034,2,4,4,DELIVERED,PICKUP,
6322,324,326,494,1,,3176,SHIPPED,Correo Argentino,TRK-KSTO5ZSRMM
6323,348,353,1025,1,,1715,DELIVERED,Correo Argentino,TRK-OPQSL7M33D
6324,581,582,1045,2,2,2,READY,PICKUP,
6325,478,483,700,1,,2114,DELIVERED,Correo Argentino,TRK-TFEDUH5PNK
6326,173,175,1194,1,,1943,DELIVERED,Correo Argentino,TRK-APG20R00BH
6327,512,517,449,1,,1576,DELIVERED,Correo Argentino,TRK-V1WHDSQ73E
6328,272,273,220,2,4,4,DELIVERED,PICKUP,
6329,631,636,1152,1,,2517,DELIVERED,Correo Argentino,TRK-FGJHNW7M80
6330,,,417,2,3,3,CANCELLED,PICKUP,
6331,487,488,231,2,3,3,DELIVERED,PICKUP,
6332,32,34,142,1,,554,SHIPPED,Correo Argentino,TRK-JN8DYCB0YF
6333,171,175,867,1,,2295,DELIVERED,Correo Argentino,TRK-5BKZK52VKA
6334,423,428,1011,1,,2658,DELIVERED,Correo Argentino,TRK-3LTABNWH98
6335,375,378,1363,1,,754,DELIVERED,Correo Argentino,TRK-FDNKEPVROB
6336,463,464,1027,2,3,3,DELIVERED,PICKUP,
6337,543,547,135,1,,1551,DELIVERED,Correo Argentino,TRK-YYCZN4VGL7
6338,442,448,582,1,,81,DELIVERED,Correo Argentino,TRK-RDV07MWMWR
6339,273,276,525,1,,2834,DELIVERED,Correo Argentino,TRK-2H4W8B0SZA
6340,501,502,463,2,3,3,DELIVERED,PICKUP,
6341,324,326,1127,1,,357,DELIVERED,Correo Argentino,TRK-84ASYJU7HR
6342,410,412,1263,1,,649,DELIVERED,Correo Argentino,TRK-HWPRS0E60P
6343,432,434,294,1,,818,DELIVERED,Correo Argentino,TRK-3GJ3NGWR37
6344,437,438,594,2,3,3,DELIVERED,PICKUP,
6345,17,18,195,2,2,2,SHIPPED,PICKUP,
6346,34,35,649,2,1,1,SHIPPED,PICKUP,
6347,,,1043,1,,2465,CANCELLED,Correo Argentino,
6348,583,588,932,1,,394,DELIVERED,Correo Argentino,TRK-ZLXTYIGU9D
6349,497,500,444,1,,1453,DELIVERED,Correo Argentino,TRK-FYKED6ZL5I
6350,565,568,87,1,,1680,READY,Correo Argentino,TRK-8Q6SXU60D1
6351,303,308,819,1,,2034,DELIVERED,Correo Argentino,TRK-EIZ0EKVVMO
6352,,,967,1,,2710,CANCELLED,Correo Argentino,
6353,357,358,605,2,4,4,DELIVERED,PICKUP,
6354,,,1331,1,,1483,CANCELLED,Correo Argentino,
6355,227,228,527,2,2,2,DELIVERED,PICKUP,
6356,247,249,660,1,,1808,DELIVERED,Correo Argentino,TRK-F0DSOP56CW
6357,463,465,1355,1,,2320,DELIVERED,Correo Argentino,TRK-6A0SBE0QPB
6358,186,192,336,1,,2903,SHIPPED,Correo Argentino,TRK-1GJ2F4FZ9K
6359,406,407,764,2,4,4,DELIVERED,PICKUP,
6360,394,397,321,1,,2164,DELIVERED,Correo Argentino,TRK-W28PF8N3BC
6361,306,311,307,1,,400,DELIVERED,Correo Argentino,TRK-XKPTJSLTUN
6362,27,28,1027,2,1,1,DELIVERED,PICKUP,
6363,,,1359,2,4,4,CANCELLED,PICKUP,
6364,470,473,723,1,,1366,DELIVERED,Correo Argentino,TRK-ZY7ML0AWKU
6365,408,410,1135,1,,681,DELIVERED,Correo Argentino,TRK-9HXLH5YQZM
6366,289,292,72,1,,2673,DELIVERED,Correo Argentino,TRK-QO33HAE68P
6367,218,219,459,2,4,4,DELIVERED,PICKUP,
6368,180,181,453,2,4,4,DELIVERED,PICKUP,
6369,187,191,995,1,,2219,DELIVERED,Correo Argentino,TRK-AQ54R28FMY
6370,,,316,2,4,4,CANCELLED,PICKUP,
6371,606,607,1306,2,4,4,DELIVERED,PICKUP,
6372,625,626,212,2,4,4,DELIVERED,PICKUP,
6373,55,58,212,1,,3052,SHIPPED,Correo Argentino,TRK-39W2R8KWCZ
6374,114,116,1378,1,,2507,DELIVERED,Correo Argentino,TRK-H140OJX7V9
6375,473,478,746,1,,166,SHIPPED,Correo Argentino,TRK-0X5OGYB6PJ
6376,92,97,1327,1,,803,DELIVERED,Correo Argentino,TRK-CQA1OXQ3VM
6377,22,23,1323,2,3,3,SHIPPED,PICKUP,
6378,275,278,1036,1,,2007,DELIVERED,Correo Argentino,TRK-CCQLJLF5FC
6379,197,198,426,2,3,3,DELIVERED,PICKUP,
6380,263,265,1045,1,,443,DELIVERED,Correo Argentino,TRK-MYVS07VT63
6381,,,885,1,,845,CANCELLED,Correo Argentino,
6382,509,513,1009,1,,2235,DELIVERED,Correo Argentino,TRK-VFM20Z56VW
6383,26,27,220,2,2,2,DELIVERED,PICKUP,
6384,217,221,705,1,,288,DELIVERED,Correo Argentino,TRK-MLY6C967EA
6385,176,180,1037,1,,1107,SHIPPED,Correo Argentino,TRK-N4PNI4BM9I
6386,163,167,789,1,,1047,SHIPPED,Correo Argentino,TRK-2NTFJLB84E
6387,163,166,79,1,,691,SHIPPED,Correo Argentino,TRK-RGALEGCQOA
6388,2,7,768,1,,1363,DELIVERED,Correo Argentino,TRK-OSSH65AZHI
6389,372,373,1253,2,2,2,DELIVERED,PICKUP,
6390,184,186,340,1,,2630,DELIVERED,Correo Argentino,TRK-4HOKNSIDD8
6391,434,436,87,1,,1379,DELIVERED,Correo Argentino,TRK-IBC3VVBAPR
6392,,,504,1,,917,CANCELLED,Correo Argentino,
6393,6,12,575,1,,333,SHIPPED,Correo Argentino,TRK-LCURVHAD2G
6394,146,149,467,1,,884,DELIVERED,Correo Argentino,TRK-0ORD2C1INH
6395,437,439,771,1,,1249,DELIVERED,Correo Argentino,TRK-0EQTTMJ2YP
6396,615,617,1306,1,,2579,DELIVERED,Correo Argentino,TRK-15XIIFSZG2
6397,52,53,465,2,2,2,DELIVERED,PICKUP,
6398,611,612,877,2,4,4,SHIPPED,PICKUP,
6399,74,79,602,1,,1309,DELIVERED,Correo Argentino,TRK-8NF9A2QMGR
6400,538,543,554,1,,1455,DELIVERED,Correo Argentino,TRK-KRR8DCTZRR
6401,319,322,1313,1,,1036,DELIVERED,Correo Argentino,TRK-GF05KDV6VN
6402,384,385,410,2,2,2,DELIVERED,PICKUP,
6403,255,256,1312,2,2,2,DELIVERED,PICKUP,
6404,581,582,289,2,1,1,DELIVERED,PICKUP,
6405,503,504,429,2,1,1,DELIVERED,PICKUP,
6406,609,613,699,1,,316,DELIVERED,Correo Argentino,TRK-YG2H365L3Y
6407,425,426,267,2,2,2,SHIPPED,PICKUP,
6408,489,491,1228,1,,73,DELIVERED,Correo Argentino,TRK-NA4F56KT8N
6409,279,284,476,1,,2495,DELIVERED,Correo Argentino,TRK-1VZOLBSCOC
6410,381,384,1276,1,,2895,DELIVERED,Correo Argentino,TRK-TZBMFQFUOK
6411,119,120,648,2,2,2,DELIVERED,PICKUP,
6412,17,18,851,2,4,4,SHIPPED,PICKUP,
6413,,,1348,2,4,4,CANCELLED,PICKUP,
6414,56,57,1318,2,2,2,DELIVERED,PICKUP,
6415,350,351,514,2,1,1,DELIVERED,PICKUP,
6416,314,318,1093,1,,103,SHIPPED,Correo Argentino,TRK-GFGEU2H4BX
6417,258,263,1426,1,,1345,DELIVERED,Correo Argentino,TRK-M1NAZ3T9AW
6418,553,554,996,2,2,2,DELIVERED,PICKUP,
6419,,,718,2,2,2,CANCELLED,PICKUP,
6420,152,157,724,1,,2751,SHIPPED,Correo Argentino,TRK-A99W6Z7FNI
6421,73,78,114,1,,382,SHIPPED,Correo Argentino,TRK-MU5ZCQ0CVL
6422,382,383,800,2,2,2,DELIVERED,PICKUP,
6423,412,417,1004,1,,670,SHIPPED,Correo Argentino,TRK-M50V24J88S
6424,375,376,147,2,1,1,DELIVERED,PICKUP,
6425,372,373,28,2,1,1,DELIVERED,PICKUP,
6426,388,393,786,1,,426,DELIVERED,Correo Argentino,TRK-6AU2016PAK
6427,,,153,2,3,3,CANCELLED,PICKUP,
6428,309,314,1433,1,,1320,DELIVERED,Correo Argentino,TRK-BF6G5N5PJB
6429,525,526,1419,2,1,1,SHIPPED,PICKUP,
6430,613,614,389,2,4,4,DELIVERED,PICKUP,
6431,165,166,233,2,3,3,DELIVERED,PICKUP,
6432,425,428,746,1,,1494,DELIVERED,Correo Argentino,TRK-CCX0OIDXFF
6433,427,428,894,2,1,1,DELIVERED,PICKUP,
6434,622,626,1083,1,,497,DELIVERED,Correo Argentino,TRK-FP0VWSFVQS
6435,219,224,1347,1,,2610,DELIVERED,Correo Argentino,TRK-M1ESSNHXZV
6436,84,85,24,2,4,4,DELIVERED,PICKUP,
6437,513,520,1239,1,,450,DELIVERED,Correo Argentino,TRK-N7YRE20O5Q
6438,445,450,1151,1,,819,DELIVERED,Correo Argentino,TRK-IKDAWQU9OM
6439,484,485,696,2,4,4,SHIPPED,PICKUP,
6440,64,66,1278,1,,372,DELIVERED,Correo Argentino,TRK-S99NTHMFEB
6441,201,206,336,1,,3123,SHIPPED,Correo Argentino,TRK-OG33SUB8WL
6442,525,528,1174,1,,2942,SHIPPED,Correo Argentino,TRK-9HWT1Z9OYP
6443,363,366,668,1,,954,DELIVERED,Correo Argentino,TRK-OUU7659EZ1
6444,312,313,501,2,2,2,DELIVERED,PICKUP,
6445,,,1292,2,1,1,CANCELLED,PICKUP,
6446,400,403,198,1,,2241,DELIVERED,Correo Argentino,TRK-P0IXF8YDES
6447,444,447,884,1,,232,DELIVERED,Correo Argentino,TRK-63K747CVBT
6448,374,377,1230,1,,1147,DELIVERED,Correo Argentino,TRK-LEELMJYJMT
6449,635,636,212,2,2,2,DELIVERED,PICKUP,
6450,344,345,1025,2,2,2,DELIVERED,PICKUP,
6451,217,218,1424,2,2,2,DELIVERED,PICKUP,
6452,318,321,975,1,,452,DELIVERED,Correo Argentino,TRK-67V9KB2GGC
6453,395,399,820,1,,861,DELIVERED,Correo Argentino,TRK-V0SE01MG1W
