order_sk,order_date_sk,customer_sk,channel_sk,store_sk,ship_addr_sk,bill_addr_sk,status,currency_code,subtotal,tax_amount,shipping_fee,total_amount
7507,126,1136,1,,381,2000,FULFILLED,ARS,37620.0,7900.2,900.0,46420.2
7508,1,691,1,,441,2770,FULFILLED,ARS,50355.0,10574.55,0.0,60929.55
7509,245,906,2,4,4,1626,CANCELLED,ARS,14700.0,3087.0,0.0,17787.0
7510,468,436,1,,1561,1579,FULFILLED,ARS,10800.0,2268.0,1200.0,14268.0
7511,575,851,2,3,3,370,FULFILLED,ARS,37044.0,7779.24,0.0,44823.24
7512,545,1455,2,3,3,451,CREATED,ARS,12000.0,2520.0,0.0,14520.0
7513,329,1421,2,4,4,2184,FULFILLED,ARS,74400.0,15624.0,0.0,90024.0
7514,259,629,2,1,1,661,FULFILLED,ARS,47100.0,9891.0,0.0,56991.0
7515,314,295,1,,775,1397,FULFILLED,ARS,36000.0,7560.0,1200.0,44760.0
7516,365,1148,2,2,2,2429,FULFILLED,ARS,30000.0,6300.0,0.0,36300.0
7517,377,248,1,,1266,584,PAID,ARS,14250.0,2992.5,900.0,18142.5
7518,242,377,1,,1055,211,PAID,ARS,22800.0,4788.0,1200.0,28788.0
7519,24,1008,1,,872,,FULFILLED,ARS,40500.0,8505.0,900.0,49905.0
7520,342,978,1,,2064,2318,FULFILLED,ARS,32400.0,6804.0,1200.0,40404.0
7521,78,1154,1,,2777,960,FULFILLED,ARS,40500.0,8505.0,0.0,49005.0
7522,278,1168,1,,2797,310,FULFILLED,ARS,32400.0,6804.0,1500.0,40704.0
7523,225,1178,2,1,1,1697,REFUNDED,ARS,36000.0,7560.0,0.0,43560.0
7524,251,344,1,,1740,2813,FULFILLED,ARS,33993.0,7138.53,1500.0,42631.53
7525,270,986,2,1,1,2184,FULFILLED,ARS,116347.5,24432.98,0.0,140780.48
7526,244,884,1,,2017,1045,FULFILLED,ARS,34200.0,7182.0,1200.0,42582.0
7527,149,1046,1,,2697,1340,FULFILLED,ARS,39270.0,8246.7,1200.0,48716.7
7528,617,244,1,,1265,519,FULFILLED,ARS,40500.0,8505.0,0.0,49005.0
7529,493,1246,1,,3088,1335,FULFILLED,ARS,12000.0,2520.0,1500.0,16020.0
7530,571,873,2,4,4,1290,FULFILLED,ARS,37800.0,7938.0,0.0,45738.0
7531,82,988,1,,318,2253,FULFILLED,ARS,84600.0,17766.0,900.0,103266.0
7532,419,597,2,2,2,1541,FULFILLED,ARS,22800.0,4788.0,0.0,27588.0
7533,19,1432,1,,1433,1826,REFUNDED,ARS,35850.0,7528.5,900.0,44278.5
7534,530,833,1,,2939,2336,CREATED,ARS,44550.0,9355.5,900.0,54805.5
7535,174,148,1,,964,2180,FULFILLED,ARS,40500.0,8505.0,1200.0,50205.0
7536,506,570,1,,3081,991,FULFILLED,ARS,23520.0,4939.2,900.0,29359.2
7537,235,1102,2,2,2,,FULFILLED,ARS,27000.0,5670.0,0.0,32670.0
7538,262,788,1,,687,2394,FULFILLED,ARS,55368.0,11627.28,1500.0,68495.28
7539,517,252,1,,2684,1285,FULFILLED,ARS,25650.0,5386.5,1200.0,32236.5
7540,140,1442,2,3,3,2855,PAID,ARS,34560.0,7257.6,0.0,41817.6
7541,83,483,2,1,1,2166,FULFILLED,ARS,14700.0,3087.0,0.0,17787.0
7542,344,946,2,4,4,1282,CANCELLED,ARS,59325.0,12458.25,0.0,71783.25
7543,403,603,1,,2905,1138,PAID,ARS,13500.0,2835.0,0.0,16335.0
7544,243,1410,1,,1941,2568,PAID,ARS,11400.0,2394.0,0.0,13794.0
7545,39,857,2,1,1,1455,FULFILLED,ARS,10800.0,2268.0,0.0,13068.0
7546,472,1080,2,1,1,3126,PAID,ARS,47025.0,9875.25,0.0,56900.25
7547,587,795,1,,1733,1134,FULFILLED,ARS,19440.0,4082.4,1200.0,24722.4
7548,509,926,2,1,1,535,FULFILLED,ARS,22800.0,4788.0,0.0,27588.0
7549,165,911,2,1,1,2105,FULFILLED,ARS,23520.0,4939.2,0.0,28459.2
7550,264,435,1,,2129,789,PAID,ARS,24000.0,5040.0,1200.0,30240.0
7551,2,597,1,,2574,1932,FULFILLED,ARS,12936.0,2716.56,1500.0,17152.56
7552,216,817,1,,2445,2538,CANCELLED,ARS,11970.0,2513.7,0.0,14483.7
7553,133,815,1,,2737,268,FULFILLED,ARS,37044.0,7779.24,1200.0,46023.24
7554,70,304,1,,2603,1179,FULFILLED,ARS,21600.0,4536.0,0.0,26136.0
7555,519,529,1,,2597,880,FULFILLED,ARS,20520.0,4309.2,1200.0,26029.2
7556,550,832,2,4,4,973,PAID,ARS,14700.0,3087.0,0.0,17787.0
7557,439,1235,1,,1385,540,CANCELLED,ARS,32400.0,6804.0,900.0,40104.0
7558,146,614,2,1,1,2918,PAID,ARS,36000.0,7560.0,0.0,43560.0
7559,24,951,2,3,3,2922,FULFILLED,ARS,12936.0,2716.56,0.0,15652.56
7560,275,1156,1,,1553,2465,FULFILLED,ARS,49800.0,10458.0,900.0,61158.0
7561,208,689,2,4,4,2306,CANCELLED,ARS,34200.0,7182.0,0.0,41382.0
7562,312,1482,1,,1381,1202,FULFILLED,ARS,28500.0,5985.0,900.0,35385.0
7563,29,243,2,1,1,770,PAID,ARS,76500.0,16065.0,0.0,92565.0
7564,379,547,1,,2733,,FULFILLED,ARS,29400.0,6174.0,900.0,36474.0
7565,102,292,1,,2299,1318,FULFILLED,ARS,25080.0,5266.8,900.0,31246.8
7566,531,1145,2,3,3,,PAID,ARS,32340.0,6791.4,0.0,39131.4
7567,298,87,1,,46,1611,PAID,ARS,62040.0,13028.4,900.0,75968.4
7568,189,1046,2,4,4,2296,FULFILLED,ARS,47025.0,9875.25,0.0,56900.25
7569,57,1071,1,,2484,2436,FULFILLED,ARS,56670.0,11900.7,1500.0,70070.7
7570,10,758,2,4,4,907,FULFILLED,ARS,46305.0,9724.05,0.0,56029.05
7571,628,149,2,4,4,1679,FULFILLED,ARS,54000.0,11340.0,0.0,65340.0
7572,203,809,1,,1379,3003,CANCELLED,ARS,35640.0,7484.4,1500.0,44624.4
7573,181,45,2,4,4,1916,PAID,ARS,35280.0,7408.8,0.0,42688.8
7574,552,423,1,,633,,PAID,ARS,43200.0,9072.0,0.0,52272.0
7575,258,1222,2,4,4,2734,FULFILLED,ARS,27000.0,5670.0,0.0,32670.0
7576,32,47,1,,690,2418,FULFILLED,ARS,72600.0,15246.0,900.0,88746.0
7577,198,699,1,,407,308,FULFILLED,ARS,27000.0,5670.0,0.0,32670.0
7578,209,552,1,,2249,537,FULFILLED,ARS,42150.0,8851.5,1500.0,52501.5
7579,474,1202,2,2,2,,FULFILLED,ARS,39600.0,8316.0,0.0,47916.0
7580,468,1365,1,,1499,14,FULFILLED,ARS,44100.0,9261.0,1500.0,54861.0
7581,282,409,2,1,1,2398,CANCELLED,ARS,42750.0,8977.5,0.0,51727.5
7582,168,524,2,4,4,1212,FULFILLED,ARS,34200.0,7182.0,0.0,41382.0
7583,467,949,2,4,4,783,REFUNDED,ARS,51810.0,10880.1,0.0,62690.1
7584,254,492,1,,3088,2781,FULFILLED,ARS,47280.0,9928.8,1500.0,58708.8
7585,415,1002,1,,2437,173,CREATED,ARS,20520.0,4309.2,900.0,25729.2
7586,527,976,2,4,4,259,FULFILLED,ARS,40500.0,8505.0,0.0,49005.0
7587,539,348,2,4,4,2534,FULFILLED,ARS,12600.0,2646.0,0.0,15246.0
7588,395,66,2,2,2,3031,FULFILLED,ARS,24000.0,5040.0,0.0,29040.0
7589,100,968,2,3,3,318,FULFILLED,ARS,45336.0,9520.56,0.0,54856.56
7590,216,996,1,,3078,2343,PAID,ARS,12348.0,2593.08,1200.0,16141.08
7591,602,66,2,3,3,906,FULFILLED,ARS,22680.0,4762.8,0.0,27442.8
7592,538,1048,1,,2750,2775,FULFILLED,ARS,78873.0,16563.33,900.0,96336.33
7593,276,820,1,,1334,,FULFILLED,ARS,30000.0,6300.0,1500.0,37800.0
7594,272,152,2,1,1,2986,FULFILLED,ARS,34200.0,7182.0,0.0,41382.0
7595,50,1431,1,,2456,2767,FULFILLED,ARS,12348.0,2593.08,1200.0,16141.08
7596,575,1031,1,,617,287,PAID,ARS,34200.0,7182.0,900.0,42282.0
7597,145,1237,1,,496,1423,FULFILLED,ARS,45000.0,9450.0,900.0,55350.0
7598,219,874,2,1,1,1499,FULFILLED,ARS,44100.0,9261.0,0.0,53361.0
7599,442,59,1,,3122,1890,FULFILLED,ARS,55098.0,11570.58,900.0,67568.58
7600,618,1243,2,4,4,2100,PAID,ARS,58800.0,12348.0,0.0,71148.0
7601,428,921,2,4,4,732,FULFILLED,ARS,72150.0,15151.5,0.0,87301.5
7602,419,1000,2,2,2,844,FULFILLED,ARS,34200.0,7182.0,0.0,41382.0
7603,91,484,1,,1110,2313,PAID,ARS,27898.5,5858.68,900.0,34657.18
7604,49,134,1,,2998,1815,CANCELLED,ARS,13200.0,2772.0,1200.0,17172.0
7605,621,1083,1,,967,2737,CANCELLED,ARS,14700.0,3087.0,900.0,18687.0
7606,384,540,2,4,4,2915,FULFILLED,ARS,61800.0,12978.0,0.0,74778.0
7607,314,976,2,3,3,1270,FULFILLED,ARS,40500.0,8505.0,0.0,49005.0
7608,359,926,1,,325,,FULFILLED,ARS,23520.0,4939.2,1200.0,29659.2
7609,402,881,1,,2635,2061,PAID,ARS,28350.0,5953.5,1200.0,35503.5
7610,171,1388,1,,2529,812,CANCELLED,ARS,21600.0,4536.0,900.0,27036.0
7611,383,121,2,4,4,335,FULFILLED,ARS,33000.0,6930.0,0.0,39930.0
7612,83,1117,2,1,1,565,FULFILLED,ARS,38475.0,8079.75,0.0,46554.75
7613,476,182,2,3,3,1560,FULFILLED,ARS,12600.0,2646.0,0.0,15246.0
7614,584,1156,1,,166,35,CANCELLED,ARS,108600.0,22806.0,1200.0,132606.0
7615,340,1075,1,,2036,2790,FULFILLED,ARS,84780.0,17803.8,900.0,103483.8
7616,541,1155,2,1,1,1587,REFUNDED,ARS,21600.0,4536.0,0.0,26136.0
7617,373,1393,1,,732,1762,FULFILLED,ARS,62100.0,13041.0,0.0,75141.0
7618,244,657,2,4,4,2152,FULFILLED,ARS,21168.0,4445.28,0.0,25613.28
7619,442,857,1,,2046,2736,FULFILLED,ARS,42750.0,8977.5,1500.0,53227.5
7620,229,92,1,,2387,,FULFILLED,ARS,38808.0,8149.68,1200.0,48157.68
7621,252,217,1,,1854,328,FULFILLED,ARS,98190.0,20619.9,1200.0,120009.9
7622,206,452,2,1,1,1442,FULFILLED,ARS,45000.0,9450.0,0.0,54450.0
7623,280,77,1,,1113,,FULFILLED,ARS,27900.0,5859.0,900.0,34659.0
7624,289,733,2,3,3,2497,PAID,ARS,14250.0,2992.5,0.0,17242.5
7625,475,344,1,,1484,1223,FULFILLED,ARS,15750.0,3307.5,0.0,19057.5
7626,498,425,1,,2789,2229,FULFILLED,ARS,12000.0,2520.0,1200.0,15720.0
7627,22,1188,2,1,1,1177,FULFILLED,ARS,59670.0,12530.7,0.0,72200.7
7628,160,226,1,,1385,2836,PAID,ARS,38808.0,8149.68,900.0,47857.68
7629,411,585,2,1,1,3068,REFUNDED,ARS,27348.0,5743.08,0.0,33091.08
7630,477,1392,1,,1909,,FULFILLED,ARS,51975.0,10914.75,1200.0,64089.75
7631,419,838,1,,1648,431,FULFILLED,ARS,45000.0,9450.0,900.0,55350.0
7632,209,616,1,,550,543,FULFILLED,ARS,81720.0,17161.2,900.0,99781.2
7633,53,662,2,2,2,2122,CANCELLED,ARS,71640.0,15044.4,0.0,86684.4
7634,499,411,1,,745,1582,FULFILLED,ARS,59280.0,12448.8,1500.0,73228.8
7635,227,3,1,,1066,616,FULFILLED,ARS,11760.0,2469.6,1200.0,15429.6
7636,186,1136,2,2,2,2622,FULFILLED,ARS,35910.0,7541.1,0.0,43451.1
7637,76,354,2,3,3,1826,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6
7638,470,1289,2,2,2,2922,FULFILLED,ARS,61320.0,12877.2,0.0,74197.2
7639,258,941,2,1,1,1753,FULFILLED,ARS,39690.0,8334.9,0.0,48024.9
7640,595,334,1,,753,2247,FULFILLED,ARS,28035.0,5887.35,1200.0,35122.35
7641,313,854,2,2,2,2678,FULFILLED,ARS,35280.0,7408.8,0.0,42688.8
7642,635,1337,2,1,1,1048,FULFILLED,ARS,15000.0,3150.0,0.0,18150.0
7643,38,720,1,,1757,2165,REFUNDED,ARS,23520.0,4939.2,900.0,29359.2
7644,123,822,1,,1671,255,REFUNDED,ARS,12540.0,2633.4,1500.0,16673.4
7645,388,226,1,,157,976,FULFILLED,ARS,22800.0,4788.0,900.0,28488.0
7646,473,1224,2,1,1,,CANCELLED,ARS,26400.0,5544.0,0.0,31944.0
7647,635,3,1,,99,2922,FULFILLED,ARS,27000.0,5670.0,900.0,33570.0
7648,237,1395,1,,2504,237,PAID,ARS,34200.0,7182.0,1200.0,42582.0
7649,471,1179,2,4,4,1824,FULFILLED,ARS,24696.0,5186.16,0.0,29882.16
7650,180,883,2,2,2,1283,FULFILLED,ARS,74475.0,15639.75,0.0,90114.75
7651,367,690,2,4,4,2202,FULFILLED,ARS,42750.0,8977.5,0.0,51727.5
7652,572,132,2,3,3,2451,FULFILLED,ARS,22800.0,4788.0,0.0,27588.0
7653,209,303,1,,455,,CANCELLED,ARS,38475.0,8079.75,900.0,47454.75
7654,360,1444,1,,1253,2962,FULFILLED,ARS,24000.0,5040.0,1200.0,30240.0
7655,177,753,1,,1459,328,PAID,ARS,48570.0,10199.7,900.0,59669.7
7656,39,1066,1,,2189,1038,FULFILLED,ARS,21600.0,4536.0,900.0,27036.0
7657,517,359,2,4,4,2271,FULFILLED,ARS,36000.0,7560.0,0.0,43560.0
7658,261,120,2,2,2,1935,PAID,ARS,13500.0,2835.0,0.0,16335.0
7659,549,221,2,2,2,,FULFILLED,ARS,58500.0,12285.0,0.0,70785.0
7660,493,814,2,3,3,1388,FULFILLED,ARS,32400.0,6804.0,0.0,39204.0
7661,465,926,1,,714,2126,CANCELLED,ARS,54390.0,11421.9,900.0,66711.9
7662,236,98,1,,2477,804,FULFILLED,ARS,10800.0,2268.0,1200.0,14268.0
7663,273,1296,1,,1897,88,CANCELLED,ARS,27000.0,5670.0,900.0,33570.0
7664,448,193,1,,2539,,CANCELLED,ARS,33120.0,6955.2,0.0,40075.2
7665,476,628,1,,2234,,FULFILLED,ARS,51825.0,10883.25,1200.0,63908.25
7666,634,536,2,3,3,521,REFUNDED,ARS,11400.0,2394.0,0.0,13794.0
7667,383,1233,2,3,3,2183,FULFILLED,ARS,12825.0,2693.25,0.0,15518.25
7668,474,1465,2,4,4,1991,FULFILLED,ARS,78750.0,16537.5,0.0,95287.5
7669,137,946,2,3,3,474,REFUNDED,ARS,21600.0,4536.0,0.0,26136.0
7670,227,890,1,,1565,795,PAID,ARS,80820.0,16972.2,900.0,98692.2
7671,176,1477,2,1,1,1807,FULFILLED,ARS,35280.0,7408.8,0.0,42688.8
7672,466,137,2,4,4,1330,FULFILLED,ARS,59976.0,12594.96,0.0,72570.96
7673,609,1254,2,3,3,1556,FULFILLED,ARS,40500.0,8505.0,0.0,49005.0
7674,466,763,2,2,2,2310,PAID,ARS,24696.0,5186.16,0.0,29882.16
7675,369,974,1,,1849,257,FULFILLED,ARS,14250.0,2992.5,1200.0,18442.5
7676,551,1208,1,,332,1899,FULFILLED,ARS,24000.0,5040.0,1200.0,30240.0
7677,325,405,2,4,4,1226,FULFILLED,ARS,52410.0,11006.1,0.0,63416.1
7678,85,1466,1,,2452,2698,PAID,ARS,11400.0,2394.0,1500.0,15294.0
7679,242,1440,2,4,4,1592,FULFILLED,ARS,35280.0,7408.8,0.0,42688.8
7680,323,686,1,,2529,233,FULFILLED,ARS,78498.0,16484.58,900.0,95882.58
7681,74,1238,1,,2498,1400,REFUNDED,ARS,35760.0,7509.6,0.0,43269.6
7682,92,74,2,4,4,1022,FULFILLED,ARS,14175.0,2976.75,0.0,17151.75
7683,480,218,1,,1528,1907,FULFILLED,ARS,67410.0,14156.1,1200.0,82766.1
7684,353,421,1,,3201,1707,PAID,ARS,22800.0,4788.0,900.0,28488.0
7685,231,203,2,4,4,3143,FULFILLED,ARS,21600.0,4536.0,0.0,26136.0
7686,81,825,1,,2551,2744,FULFILLED,ARS,11400.0,2394.0,1200.0,14994.0
7687,190,1356,1,,2758,2051,FULFILLED,ARS,34200.0,7182.0,1200.0,42582.0
7688,610,793,2,2,2,3151,FULFILLED,ARS,24300.0,5103.0,0.0,29403.0
7689,515,648,2,1,1,236,FULFILLED,ARS,12000.0,2520.0,0.0,14520.0
7690,251,1377,2,3,3,1910,CANCELLED,ARS,22800.0,4788.0,0.0,27588.0
7691,509,336,2,1,1,3178,FULFILLED,ARS,30000.0,6300.0,0.0,36300.0
7692,445,409,1,,2984,2765,FULFILLED,ARS,72450.0,15214.5,1200.0,88864.5
7693,168,143,2,2,2,2268,FULFILLED,ARS,58050.0,12190.5,0.0,70240.5
7694,370,1389,1,,41,336,FULFILLED,ARS,24000.0,5040.0,900.0,29940.0
7695,478,1333,1,,2127,1699,CANCELLED,ARS,34200.0,7182.0,1200.0,42582.0
7696,334,1380,1,,458,2017,FULFILLED,ARS,112518.0,23628.78,1200.0,137346.78
7697,298,1316,2,4,4,412,FULFILLED,ARS,24825.0,5213.25,0.0,30038.25
7698,212,614,2,2,2,2942,FULFILLED,ARS,20520.0,4309.2,0.0,24829.2
7699,126,1451,2,2,2,301,FULFILLED,ARS,22800.0,4788.0,0.0,27588.0
7700,605,255,1,,906,575,FULFILLED,ARS,32400.0,6804.0,900.0,40104.0
7701,636,761,1,,1027,2682,CREATED,ARS,22770.0,4781.7,900.0,28451.7
7702,616,396,2,1,1,372,FULFILLED,ARS,21600.0,4536.0,0.0,26136.0
7703,631,1199,2,4,4,1476,FULFILLED,ARS,14250.0,2992.5,0.0,17242.5
7704,295,153,1,,1326,2085,FULFILLED,ARS,12000.0,2520.0,1500.0,16020.0
7705,288,1269,2,1,1,876,FULFILLED,ARS,51300.0,10773.0,0.0,62073.0
7706,608,1038,2,2,2,3186,FULFILLED,ARS,38808.0,8149.68,0.0,46957.68
7707,617,359,1,,663,1093,FULFILLED,ARS,28200.0,5922.0,900.0,35022.0
7708,559,632,1,,614,3117,FULFILLED,ARS,14250.0,2992.5,0.0,17242.5
7709,418,1302,2,3,3,567,FULFILLED,ARS,44100.0,9261.0,0.0,53361.0
7710,488,1327,1,,2997,1155,FULFILLED,ARS,14700.0,3087.0,1200.0,18987.0
7711,615,212,1,,964,1253,FULFILLED,ARS,22680.0,4762.8,1200.0,28642.8
7712,191,69,1,,3002,2193,PAID,ARS,29400.0,6174.0,1200.0,36774.0
7713,191,1449,1,,1741,1451,FULFILLED,ARS,22800.0,4788.0,1500.0,29088.0
7714,158,250,2,2,2,736,FULFILLED,ARS,26400.0,5544.0,0.0,31944.0
7715,275,717,1,,72,1941,FULFILLED,ARS,23940.0,5027.4,1500.0,30467.4
7716,420,466,2,4,4,2975,FULFILLED,ARS,57600.0,12096.0,0.0,69696.0
7717,98,217,1,,1738,330,FULFILLED,ARS,30000.0,6300.0,900.0,37200.0
7718,600,214,2,3,3,765,FULFILLED,ARS,27000.0,5670.0,0.0,32670.0
7719,495,1334,1,,384,2964,PAID,ARS,98550.0,20695.5,1500.0,120745.5
7720,319,782,2,3,3,1216,CANCELLED,ARS,22680.0,4762.8,0.0,27442.8
7721,194,801,1,,1754,151,FULFILLED,ARS,21600.0,4536.0,1200.0,27336.0
7722,343,415,1,,924,,FULFILLED,ARS,30000.0,6300.0,1200.0,37500.0
7723,557,6,2,3,3,301,FULFILLED,ARS,29400.0,6174.0,0.0,35574.0
7724,167,1021,1,,1222,1243,FULFILLED,ARS,63780.0,13393.8,0.0,77173.8
7725,170,1440,1,,1368,,FULFILLED,ARS,11400.0,2394.0,0.0,13794.0
7726,78,1318,2,2,2,1360,REFUNDED,ARS,47025.0,9875.25,0.0,56900.25
7727,445,43,2,4,4,1035,FULFILLED,ARS,71460.0,15006.6,0.0,86466.6
7728,466,710,2,2,2,3,FULFILLED,ARS,34200.0,7182.0,0.0,41382.0
7729,298,344,2,4,4,2687,FULFILLED,ARS,73020.0,15334.2,0.0,88354.2
7730,209,1440,1,,911,1088,FULFILLED,ARS,22800.0,4788.0,0.0,27588.0
7731,402,1420,1,,1306,234,FULFILLED,ARS,32400.0,6804.0,0.0,39204.0
7732,380,1470,2,4,4,,FULFILLED,ARS,27150.0,5701.5,0.0,32851.5
7733,80,47,2,4,4,2228,CREATED,ARS,65544.0,13764.24,0.0,79308.24
7734,625,189,2,2,2,2486,FULFILLED,ARS,30000.0,6300.0,0.0,36300.0
7735,95,1312,1,,572,2010,PAID,ARS,23520.0,4939.2,1500.0,29959.2
7736,455,594,1,,281,,FULFILLED,ARS,82800.0,17388.0,1200.0,101388.0
7737,316,543,1,,383,,FULFILLED,ARS,44100.0,9261.0,1500.0,54861.0
7738,196,686,1,,1275,1907,PAID,ARS,45000.0,9450.0,1200.0,55650.0
7739,155,106,2,4,4,2889,FULFILLED,ARS,69384.0,14570.64,0.0,83954.64
7740,13,1416,2,2,2,1100,FULFILLED,ARS,113250.0,23782.5,0.0,137032.5
7741,414,716,1,,2293,2117,FULFILLED,ARS,66600.0,13986.0,1200.0,81786.0
7742,306,707,1,,451,2226,FULFILLED,ARS,35970.0,7553.7,1200.0,44723.7
7743,391,367,1,,547,2637,FULFILLED,ARS,44887.5,9426.38,1200.0,55513.88
7744,272,1483,2,4,4,,PAID,ARS,74502.0,15645.42,0.0,90147.42
7745,194,216,1,,662,804,FULFILLED,ARS,29400.0,6174.0,1200.0,36774.0
7746,58,664,2,1,1,,PAID,ARS,36450.0,7654.5,0.0,44104.5
7747,58,27,1,,1282,1061,FULFILLED,ARS,83250.0,17482.5,1200.0,101932.5
7748,455,569,2,1,1,3135,PAID,ARS,67620.0,14200.2,0.0,81820.2
7749,228,185,1,,2501,1902,PAID,ARS,13200.0,2772.0,0.0,15972.0
7750,13,580,1,,1259,216,FULFILLED,ARS,79500.0,16695.0,1200.0,97395.0
7751,616,1428,2,4,4,19,FULFILLED,ARS,40500.0,8505.0,0.0,49005.0
7752,257,930,1,,3063,1135,FULFILLED,ARS,36000.0,7560.0,900.0,44460.0
7753,300,1242,1,,2873,2817,FULFILLED,ARS,38475.0,8079.75,0.0,46554.75
7754,586,580,1,,2633,130,CANCELLED,ARS,30000.0,6300.0,1500.0,37800.0
7755,174,194,1,,776,1111,FULFILLED,ARS,27000.0,5670.0,900.0,33570.0
7756,394,794,1,,2880,2457,CANCELLED,ARS,25762.5,5410.12,900.0,32072.62
7757,280,1378,1,,2446,586,CANCELLED,ARS,36000.0,7560.0,900.0,44460.0
7758,199,189,2,1,1,1376,FULFILLED,ARS,41325.0,8678.25,0.0,50003.25
7759,423,567,1,,1204,1976,FULFILLED,ARS,25872.0,5433.12,900.0,32205.12
7760,41,1021,2,2,2,1363,FULFILLED,ARS,19440.0,4082.4,0.0,23522.4
7761,304,1289,2,2,2,2882,FULFILLED,ARS,38808.0,8149.68,0.0,46957.68
7762,49,272,1,,732,,PAID,ARS,26400.0,5544.0,900.0,32844.0
7763,500,1338,1,,423,1944,FULFILLED,ARS,34200.0,7182.0,900.0,42282.0
7764,382,719,2,4,4,197,FULFILLED,ARS,12000.0,2520.0,0.0,14520.0
7765,133,1162,2,2,2,609,FULFILLED,ARS,37044.0,7779.24,0.0,44823.24
7766,47,507,1,,2034,,CREATED,ARS,21600.0,4536.0,1200.0,27336.0
7767,203,1391,2,1,1,1363,FULFILLED,ARS,52479.0,11020.59,0.0,63499.59
7768,472,252,2,1,1,931,FULFILLED,ARS,36000.0,7560.0,0.0,43560.0
7769,186,370,1,,1605,2635,PAID,ARS,22800.0,4788.0,900.0,28488.0
7770,636,658,2,3,3,1705,FULFILLED,ARS,23520.0,4939.2,0.0,28459.2
7771,351,929,2,4,4,2722,PAID,ARS,63120.0,13255.2,0.0,76375.2
7772,144,449,1,,2682,1836,FULFILLED,ARS,53460.0,11226.6,1500.0,66186.6
7773,218,447,1,,2697,,FULFILLED,ARS,38808.0,8149.68,900.0,47857.68
7774,613,863,1,,1971,,FULFILLED,ARS,10800.0,2268.0,900.0,13968.0
7775,154,1276,2,3,3,442,CANCELLED,ARS,35910.0,7541.1,0.0,43451.1
7776,456,1367,1,,1686,3055,PAID,ARS,23760.0,4989.6,900.0,29649.6
7777,377,209,1,,614,1169,FULFILLED,ARS,14250.0,2992.5,0.0,17242.5
7778,627,737,2,1,1,2068,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6
7779,295,309,2,2,2,1728,FULFILLED,ARS,29400.0,6174.0,0.0,35574.0
7780,288,1050,1,,2485,1252,CANCELLED,ARS,9720.0,2041.2,1200.0,12961.2
7781,38,115,1,,655,2820,FULFILLED,ARS,29700.0,6237.0,900.0,36837.0
7782,623,549,2,3,3,933,FULFILLED,ARS,28350.0,5953.5,0.0,34303.5
7783,521,840,1,,1623,1349,PAID,ARS,49920.0,10483.2,1200.0,61603.2
7784,223,616,2,4,4,996,FULFILLED,ARS,59850.0,12568.5,0.0,72418.5
7785,468,885,1,,2792,,CANCELLED,ARS,27000.0,5670.0,1200.0,33870.0
7786,433,659,2,4,4,1374,REFUNDED,ARS,22800.0,4788.0,0.0,27588.0
7787,420,592,2,4,4,,PAID,ARS,22740.0,4775.4,0.0,27515.4
7788,294,205,1,,2058,1778,FULFILLED,ARS,68310.0,14345.1,1200.0,83855.1
7789,158,512,1,,2475,2265,FULFILLED,ARS,25650.0,5386.5,900.0,31936.5
7790,106,174,1,,2471,266,FULFILLED,ARS,12000.0,2520.0,1500.0,16020.0
7791,228,1484,1,,2729,2892,FULFILLED,ARS,31500.0,6615.0,0.0,38115.0
7792,236,1340,1,,2909,,FULFILLED,ARS,35280.0,7408.8,1200.0,43888.8
7793,465,794,2,3,3,2903,FULFILLED,ARS,10260.0,2154.6,0.0,12414.6
7794,170,521,1,,2553,1020,FULFILLED,ARS,9720.0,2041.2,900.0,12661.2
7795,235,1,1,,192,2821,CANCELLED,ARS,13500.0,2835.0,1200.0,17535.0
7796,419,1394,1,,1413,1886,FULFILLED,ARS,12348.0,2593.08,1200.0,16141.08
7797,577,521,2,4,4,1473,FULFILLED,ARS,42750.0,8977.5,0.0,51727.5
7798,196,900,1,,111,1919,FULFILLED,ARS,40500.0,8505.0,0.0,49005.0
7799,319,714,1,,2485,1945,FULFILLED,ARS,11400.0,2394.0,1200.0,14994.0
7800,18,822,1,,3060,791,FULFILLED,ARS,45000.0,9450.0,900.0,55350.0
7801,127,42,2,2,2,3060,FULFILLED,ARS,13500.0,2835.0,0.0,16335.0
7802,444,261,1,,2435,,PAID,ARS,27750.0,5827.5,1200.0,34777.5
7803,578,756,1,,2143,293,FULFILLED,ARS,50220.0,10546.2,1200.0,61966.2
7804,221,866,2,1,1,2081,FULFILLED,ARS,34020.0,7144.2,0.0,41164.2
7805,7,817,2,3,3,429,PAID,ARS,44688.0,9384.48,0.0,54072.48
7806,182,475,1,,587,1399,FULFILLED,ARS,36348.0,7633.08,0.0,43981.08
7807,87,803,1,,2165,2324,FULFILLED,ARS,31752.0,6667.92,1200.0,39619.92
7808,480,28,2,3,3,327,FULFILLED,ARS,34200.0,7182.0,0.0,41382.0
7809,452,586,2,3,3,1001,FULFILLED,ARS,30000.0,6300.0,0.0,36300.0
7810,481,1075,2,1,1,291,FULFILLED,ARS,44887.5,9426.38,0.0,54313.88
7811,620,441,1,,1921,177,FULFILLED,ARS,12000.0,2520.0,900.0,15420.0
7812,592,1462,2,4,4,2500,FULFILLED,ARS,39600.0,8316.0,0.0,47916.0
