session_id,date_sk,customer_sk,channel_sk,started_at,ended_at,source,device
11000040519,604,1356.0,,2025-08-26 08:28:38,2025-08-26 08:30:38,ads,mobile
11000040520,459,39.0,,2025-04-03 14:58:17,2025-04-03 15:09:17,direct,desktop
11000040521,165,590.0,,2024-06-13 16:11:17,2024-06-13 16:29:17,ads,mobile
11000040522,439,998.0,,2025-03-14 13:54:19,,email,mobile
11000040523,582,871.0,,2025-08-04 12:17:14,2025-08-04 13:03:14,social,tablet
11000040524,329,1014.0,,2024-11-24 15:11:49,2024-11-24 15:58:49,referral,desktop
11000040525,312,,,2024-11-07 15:11:27,2024-11-07 15:36:27,direct,mobile
11000040526,194,,,2024-07-12 11:36:08,2024-07-12 12:03:08,email,tablet
11000040527,247,41.0,,2024-09-03 15:55:26,2024-09-03 16:44:26,email,mobile
11000040528,327,385.0,,2024-11-22 13:49:17,2024-11-22 13:52:17,social,desktop
11000040529,425,437.0,,2025-02-28 05:39:49,,referral,mobile
11000040530,62,1009.0,,2024-03-02 07:02:44,2024-03-02 07:58:44,direct,mobile
11000040531,336,,,2024-12-01 14:57:46,2024-12-01 15:23:46,referral,mobile
11000040532,120,1195.0,,2024-04-29 06:29:43,2024-04-29 07:09:43,referral,mobile
11000040533,332,652.0,,2024-11-27 04:08:05,2024-11-27 04:30:05,ads,mobile
11000040534,120,,,2024-04-29 05:04:48,2024-04-29 05:28:48,referral,mobile
11000040535,195,,,2024-07-13 12:25:49,2024-07-13 12:42:49,direct,mobile
11000040536,607,986.0,,2025-08-29 03:55:54,2025-08-29 04:28:54,email,mobile
11000040537,551,6.0,,2025-07-04 09:04:49,2025-07-04 09:51:49,ads,desktop
11000040538,116,485.0,,2024-04-25 02:07:04,2024-04-25 02:19:04,social,mobile
11000040539,608,,,2025-08-30 02:03:05,,ads,mobile
11000040540,155,,,2024-06-03 18:33:43,2024-06-03 19:08:43,referral,desktop
11000040541,559,,,2025-07-12 14:37:24,2025-07-12 14:55:24,ads,tablet
11000040542,237,,,2024-08-24 09:36:50,2024-08-24 09:49:50,ads,desktop
11000040543,246,,,2024-09-02 10:43:42,2024-09-02 11:29:42,ads,mobile
11000040544,309,15.0,,2024-11-04 05:05:38,2024-11-04 06:00:38,ads,mobile
11000040545,12,1292.0,,2024-01-12 10:53:55,2024-01-12 11:49:55,social,mobile
11000040546,433,,,2025-03-08 22:57:36,2025-03-08 23:53:36,ads,desktop
11000040547,94,265.0,,2024-04-03 10:11:47,2024-04-03 10:38:47,direct,mobile
11000040548,246,478.0,,2024-09-02 20:41:24,,social,mobile
11000040549,95,1426.0,,2024-04-04 21:45:51,2024-04-04 22:22:51,direct,mobile
11000040550,88,,,2024-03-28 06:37:00,2024-03-28 06:41:00,direct,desktop
11000040551,451,,,2025-03-26 08:52:51,2025-03-26 09:34:51,referral,mobile
11000040552,260,931.0,,2024-09-16 06:41:25,2024-09-16 06:52:25,referral,desktop
11000040553,339,324.0,,2024-12-04 23:23:20,2024-12-04 23:55:20,social,desktop
11000040554,385,45.0,,2025-01-19 20:36:28,2025-01-19 20:41:28,direct,mobile
11000040555,20,1424.0,,2024-01-20 15:31:47,2024-01-20 16:00:47,direct,mobile
11000040556,25,,,2024-01-25 17:05:48,2024-01-25 17:44:48,direct,mobile
11000040557,477,,,2025-04-21 19:53:30,2025-04-21 20:48:30,email,desktop
11000040558,110,,,2024-04-19 07:38:37,2024-04-19 07:58:37,direct,mobile
11000040559,263,840.0,,2024-09-19 04:27:51,2024-09-19 05:09:51,direct,desktop
11000040560,290,818.0,,2024-10-16 14:12:08,2024-10-16 14:42:08,email,desktop
11000040561,39,425.0,,2024-02-08 09:44:22,2024-02-08 09:49:22,ads,desktop
11000040562,198,15.0,,2024-07-16 01:48:18,2024-07-16 02:42:18,email,mobile
11000040563,638,121.0,,2025-09-29 10:17:59,2025-09-29 10:23:59,referral,mobile
11000040564,245,,,2024-09-01 11:05:09,2024-09-01 11:31:09,social,desktop
11000040565,163,,,2024-06-11 18:10:40,2024-06-11 18:45:40,direct,mobile
11000040566,189,1468.0,,2024-07-07 00:54:04,2024-07-07 01:10:04,referral,desktop
11000040567,235,145.0,,2024-08-22 09:36:09,2024-08-22 10:07:09,ads,mobile
11000040568,207,1407.0,,2024-07-25 13:20:56,2024-07-25 14:17:56,direct,desktop
11000040569,495,691.0,,2025-05-09 19:13:01,2025-05-09 20:05:01,ads,mobile
11000040570,80,1412.0,,2024-03-20 07:29:20,2024-03-20 07:56:20,referral,desktop
11000040571,102,1079.0,,2024-04-11 22:44:37,2024-04-11 23:39:37,referral,desktop
11000040572,314,1286.0,,2024-11-09 02:34:09,2024-11-09 02:48:09,social,mobile
11000040573,143,982.0,,2024-05-22 11:50:42,2024-05-22 12:35:42,direct,mobile
11000040574,252,1173.0,,2024-09-08 21:06:12,2024-09-08 21:07:12,direct,desktop
11000040575,215,912.0,,2024-08-02 06:19:37,2024-08-02 07:04:37,direct,desktop
11000040576,107,200.0,,2024-04-16 07:27:19,2024-04-16 08:08:19,ads,mobile
11000040577,478,1167.0,,2025-04-22 11:51:44,2025-04-22 12:05:44,referral,mobile
11000040578,605,661.0,,2025-08-27 00:03:58,2025-08-27 00:54:58,direct,mobile
11000040579,445,12.0,,2025-03-20 22:16:20,2025-03-20 23:15:20,direct,mobile
11000040580,358,927.0,,2024-12-23 14:44:32,2024-12-23 14:52:32,ads,mobile
11000040581,416,1400.0,,2025-02-19 13:37:06,2025-02-19 13:39:06,ads,mobile
11000040582,260,1323.0,,2024-09-16 05:53:56,2024-09-16 06:31:56,ads,desktop
11000040583,142,391.0,,2024-05-21 02:40:08,2024-05-21 02:41:08,ads,mobile
11000040584,182,377.0,,2024-06-30 18:27:16,2024-06-30 19:21:16,email,mobile
11000040585,639,303.0,,2025-09-30 08:30:12,2025-09-30 08:34:12,social,mobile
11000040586,156,869.0,,2024-06-04 03:36:43,2024-06-04 03:38:43,ads,mobile
11000040587,337,,,2024-12-02 07:39:06,,ads,mobile
11000040588,139,953.0,,2024-05-18 15:37:44,2024-05-18 16:12:44,ads,mobile
11000040589,214,547.0,,2024-08-01 19:43:47,2024-08-01 20:04:47,ads,mobile
11000040590,239,,,2024-08-26 10:35:15,2024-08-26 11:02:15,direct,mobile
11000040591,358,1150.0,,2024-12-23 11:25:17,2024-12-23 12:14:17,ads,mobile
11000040592,513,458.0,,2025-05-27 15:04:35,2025-05-27 16:01:35,email,desktop
11000040593,250,824.0,,2024-09-06 03:01:55,2024-09-06 03:05:55,referral,mobile
11000040594,447,,,2025-03-22 05:10:35,2025-03-22 06:00:35,direct,mobile
11000040595,48,592.0,,2024-02-17 21:43:44,2024-02-17 22:06:44,ads,mobile
11000040596,59,16.0,,2024-02-28 12:12:28,2024-02-28 12:35:28,referral,mobile
11000040597,533,,,2025-06-16 03:33:03,2025-06-16 03:49:03,ads,mobile
11000040598,2,833.0,,2024-01-02 12:47:44,2024-01-02 13:44:44,direct,mobile
11000040599,106,689.0,,2024-04-15 16:25:24,2024-04-15 16:29:24,direct,desktop
11000040600,470,,,2025-04-14 16:17:51,2025-04-14 16:54:51,direct,desktop
11000040601,401,842.0,,2025-02-04 23:50:24,2025-02-05 00:46:24,direct,mobile
11000040602,500,,,2025-05-14 23:20:25,2025-05-14 23:49:25,social,desktop
11000040603,256,,,2024-09-12 12:43:07,2024-09-12 13:26:07,direct,desktop
11000040604,521,1264.0,,2025-06-04 10:32:45,2025-06-04 10:35:45,direct,mobile
11000040605,490,37.0,,2025-05-04 05:13:44,,ads,mobile
11000040606,452,,,2025-03-27 17:46:58,2025-03-27 18:10:58,ads,mobile
11000040607,578,604.0,,2025-07-31 07:29:07,2025-07-31 07:48:07,direct,desktop
11000040608,596,129.0,,2025-08-18 00:31:38,2025-08-18 00:46:38,direct,mobile
11000040609,167,,,2024-06-15 11:23:25,2024-06-15 11:56:25,email,mobile
11000040610,219,575.0,,2024-08-06 02:25:28,2024-08-06 02:58:28,direct,mobile
11000040611,519,1148.0,,2025-06-02 02:13:26,2025-06-02 02:18:26,social,desktop
11000040612,174,404.0,,2024-06-22 00:25:06,2024-06-22 01:01:06,direct,mobile
11000040613,307,,,2024-11-02 05:27:02,2024-11-02 06:27:02,ads,mobile
11000040614,130,525.0,,2024-05-09 19:33:59,2024-05-09 19:40:59,direct,tablet
11000040615,257,209.0,,2024-09-13 02:42:42,2024-09-13 03:22:42,ads,tablet
11000040616,613,1381.0,,2025-09-04 19:26:50,2025-09-04 19:43:50,email,mobile
11000040617,146,209.0,,2024-05-25 05:48:45,2024-05-25 06:10:45,direct,mobile
11000040618,439,1359.0,,2025-03-14 08:07:27,2025-03-14 09:05:27,direct,mobile
11000040619,410,,,2025-02-13 06:37:31,2025-02-13 06:54:31,referral,mobile
11000040620,118,1304.0,,2024-04-27 18:57:26,2024-04-27 19:07:26,ads,mobile
11000040621,595,689.0,,2025-08-17 06:57:04,2025-08-17 07:13:04,direct,mobile
11000040622,553,496.0,,2025-07-06 08:26:18,2025-07-06 09:17:18,direct,mobile
11000040623,431,682.0,,2025-03-06 22:40:50,2025-03-06 23:04:50,direct,mobile
11000040624,498,,,2025-05-12 23:28:51,2025-05-12 23:40:51,ads,desktop
11000040625,36,150.0,,2024-02-05 06:29:42,2024-02-05 06:31:42,referral,mobile
11000040626,447,650.0,,2025-03-22 17:08:58,2025-03-22 17:13:58,direct,desktop
11000040627,343,466.0,,2024-12-08 02:41:29,2024-12-08 02:50:29,social,mobile
11000040628,298,940.0,,2024-10-24 12:35:30,2024-10-24 13:15:30,email,desktop
11000040629,467,,,2025-04-11 13:54:43,2025-04-11 14:12:43,direct,mobile
11000040630,323,1150.0,,2024-11-18 23:09:54,2024-11-18 23:56:54,email,desktop
11000040631,148,859.0,,2024-05-27 06:26:05,2024-05-27 07:01:05,social,desktop
11000040632,564,791.0,,2025-07-17 01:51:57,2025-07-17 02:51:57,direct,desktop
11000040633,124,,,2024-05-03 03:45:22,2024-05-03 03:51:22,social,desktop
11000040634,110,,,2024-04-19 03:08:14,2024-04-19 03:50:14,direct,desktop
11000040635,585,,,2025-08-07 04:53:25,2025-08-07 05:26:25,ads,mobile
11000040636,170,,,2024-06-18 23:54:29,2024-06-19 00:05:29,social,desktop
11000040637,419,,,2025-02-22 08:58:52,2025-02-22 09:39:52,direct,mobile
11000040638,182,,,2024-06-30 16:38:29,2024-06-30 17:16:29,email,mobile
11000040639,609,,,2025-08-31 09:46:58,2025-08-31 10:45:58,referral,mobile
11000040640,176,1045.0,,2024-06-24 06:53:43,2024-06-24 07:22:43,ads,mobile
11000040641,413,,,2025-02-16 17:05:08,2025-02-16 17:08:08,direct,mobile
11000040642,400,182.0,,2025-02-03 07:35:53,2025-02-03 08:14:53,referral,mobile
11000040643,209,,,2024-07-27 23:59:01,2024-07-28 00:36:01,referral,mobile
11000040644,350,,,2024-12-15 03:57:53,2024-12-15 04:11:53,social,mobile
11000040645,142,,,2024-05-21 14:27:15,2024-05-21 15:26:15,ads,mobile
11000040646,121,,,2024-04-30 18:42:40,2024-04-30 18:45:40,referral,mobile
11000040647,455,,,2025-03-30 13:02:24,2025-03-30 13:53:24,ads,tablet
11000040648,220,1106.0,,2024-08-07 17:17:14,2024-08-07 18:04:14,direct,desktop
11000040649,554,,,2025-07-07 00:43:06,2025-07-07 01:40:06,direct,mobile
11000040650,168,566.0,,2024-06-16 21:18:11,2024-06-16 22:07:11,referral,desktop
11000040651,97,1175.0,,2024-04-06 20:40:21,2024-04-06 21:19:21,email,mobile
11000040652,11,737.0,,2024-01-11 10:32:52,2024-01-11 11:26:52,ads,mobile
11000040653,504,514.0,,2025-05-18 07:41:29,2025-05-18 08:22:29,direct,mobile
11000040654,342,934.0,,2024-12-07 09:50:28,2024-12-07 10:39:28,ads,mobile
11000040655,140,269.0,,2024-05-19 04:06:28,2024-05-19 04:24:28,ads,mobile
11000040656,438,,,2025-03-13 18:48:08,2025-03-13 19:42:08,email,mobile
11000040657,154,779.0,,2024-06-02 06:29:57,2024-06-02 06:59:57,ads,mobile
11000040658,131,,,2024-05-10 19:04:02,2024-05-10 19:44:02,direct,mobile
11000040659,216,,,2024-08-03 00:17:42,2024-08-03 00:29:42,direct,mobile
11000040660,102,,,2024-04-11 06:02:03,2024-04-11 06:46:03,email,mobile
11000040661,484,,,2025-04-28 19:07:49,2025-04-28 19:30:49,direct,desktop
11000040662,492,,,2025-05-06 14:12:16,2025-05-06 14:13:16,referral,mobile
11000040663,639,517.0,,2025-09-30 06:41:41,2025-09-30 06:52:41,referral,mobile
11000040664,554,456.0,,2025-07-07 23:32:55,2025-07-08 00:15:55,direct,mobile
11000040665,99,,,2024-04-08 07:35:24,2024-04-08 08:14:24,referral,tablet
11000040666,10,,,2024-01-10 19:12:37,2024-01-10 20:08:37,social,mobile
11000040667,49,90.0,,2024-02-18 21:09:45,2024-02-18 21:24:45,email,mobile
11000040668,518,858.0,,2025-06-01 04:35:35,2025-06-01 04:47:35,direct,mobile
11000040669,269,1440.0,,2024-09-25 11:18:26,2024-09-25 11:56:26,social,mobile
11000040670,408,1453.0,,2025-02-11 18:07:24,2025-02-11 18:37:24,ads,desktop
11000040671,8,1012.0,,2024-01-08 09:56:14,2024-01-08 10:22:14,referral,desktop
11000040672,273,525.0,,2024-09-29 03:50:27,2024-09-29 04:11:27,referral,mobile
11000040673,36,330.0,,2024-02-05 06:43:29,2024-02-05 07:37:29,direct,desktop
11000040674,410,1223.0,,2025-02-13 21:24:15,2025-02-13 22:00:15,direct,tablet
11000040675,99,,,2024-04-08 05:19:55,2024-04-08 05:57:55,ads,desktop
11000040676,28,,,2024-01-28 20:23:11,2024-01-28 20:27:11,social,tablet
11000040677,22,458.0,,2024-01-22 14:57:04,2024-01-22 15:53:04,social,mobile
11000040678,559,138.0,,2025-07-12 01:35:15,2025-07-12 01:55:15,direct,mobile
11000040679,438,264.0,,2025-03-13 04:05:09,2025-03-13 04:47:09,email,mobile
11000040680,449,94.0,,2025-03-24 07:02:53,2025-03-24 07:24:53,ads,mobile
11000040681,495,654.0,,2025-05-09 03:44:39,2025-05-09 03:58:39,referral,mobile
11000040682,84,630.0,,2024-03-24 03:43:58,2024-03-24 04:15:58,referral,desktop
11000040683,567,861.0,,2025-07-20 20:26:11,2025-07-20 20:57:11,direct,desktop
11000040684,67,,,2024-03-07 16:47:11,2024-03-07 17:34:11,social,mobile
11000040685,481,153.0,,2025-04-25 02:06:57,2025-04-25 03:01:57,email,mobile
11000040686,222,822.0,,2024-08-09 07:02:50,2024-08-09 07:22:50,direct,mobile
11000040687,101,,,2024-04-10 12:50:05,2024-04-10 13:36:05,ads,mobile
11000040688,192,,,2024-07-10 20:11:38,2024-07-10 21:10:38,email,tablet
11000040689,541,1082.0,,2025-06-24 13:42:06,2025-06-24 14:11:06,ads,mobile
11000040690,4,1003.0,,2024-01-04 08:57:13,2024-01-04 09:20:13,direct,mobile
11000040691,188,237.0,,2024-07-06 09:00:04,2024-07-06 09:07:04,ads,mobile
11000040692,523,,,2025-06-06 21:40:37,2025-06-06 22:27:37,direct,mobile
11000040693,385,1199.0,,2025-01-19 15:19:51,2025-01-19 15:44:51,referral,mobile
11000040694,392,292.0,,2025-01-26 17:00:23,2025-01-26 17:52:23,direct,mobile
11000040695,84,44.0,,2024-03-24 02:28:17,2024-03-24 02:44:17,ads,desktop
11000040696,386,,,2025-01-20 19:11:06,2025-01-20 19:26:06,ads,mobile
11000040697,103,1359.0,,2024-04-12 19:36:28,2024-04-12 20:18:28,ads,mobile
11000040698,490,849.0,,2025-05-04 16:18:39,2025-05-04 17:03:39,direct,mobile
11000040699,323,1455.0,,2024-11-18 13:10:09,2024-11-18 13:35:09,ads,mobile
11000040700,177,667.0,,2024-06-25 03:06:55,2024-06-25 03:55:55,direct,desktop
11000040701,559,205.0,,2025-07-12 21:32:46,2025-07-12 22:28:46,direct,mobile
11000040702,82,908.0,,2024-03-22 02:32:09,2024-03-22 02:42:09,ads,mobile
11000040703,461,,,2025-04-05 05:43:19,2025-04-05 06:16:19,referral,desktop
11000040704,417,53.0,,2025-02-20 05:55:30,2025-02-20 06:21:30,direct,mobile
11000040705,429,,,2025-03-04 02:12:39,2025-03-04 03:08:39,referral,mobile
11000040706,586,388.0,,2025-08-08 14:01:46,2025-08-08 14:05:46,direct,mobile
11000040707,636,967.0,,2025-09-27 05:46:54,2025-09-27 06:03:54,direct,mobile
11000040708,532,,,2025-06-15 11:07:31,2025-06-15 11:42:31,direct,mobile
11000040709,524,28.0,,2025-06-07 09:33:43,2025-06-07 09:37:43,direct,tablet
11000040710,301,,,2024-10-27 01:05:57,2024-10-27 01:40:57,social,desktop
11000040711,275,754.0,,2024-10-01 10:27:25,2024-10-01 10:48:25,direct,mobile
11000040712,250,62.0,,2024-09-06 21:26:17,2024-09-06 21:31:17,ads,mobile
11000040713,555,,,2025-07-08 06:47:44,2025-07-08 07:38:44,social,mobile
11000040714,351,,,2024-12-16 17:07:27,2024-12-16 17:52:27,direct,mobile
11000040715,353,538.0,,2024-12-18 17:36:41,2024-12-18 18:28:41,email,mobile
11000040716,297,642.0,,2024-10-23 09:58:33,2024-10-23 10:14:33,ads,mobile
11000040717,436,337.0,,2025-03-11 17:52:00,2025-03-11 18:27:00,ads,desktop
11000040718,297,,,2024-10-23 00:07:36,2024-10-23 00:25:36,ads,mobile
11000040719,1,,,2024-01-01 04:17:03,2024-01-01 04:56:03,ads,mobile
11000040720,179,,,2024-06-27 05:46:34,2024-06-27 06:22:34,direct,desktop
11000040721,457,1360.0,,2025-04-01 22:04:35,2025-04-01 22:58:35,ads,mobile
11000040722,532,130.0,,2025-06-15 07:20:43,2025-06-15 08:11:43,ads,mobile
11000040723,581,,,2025-08-03 04:02:31,2025-08-03 04:52:31,email,mobile
11000040724,536,,,2025-06-19 15:36:09,2025-06-19 15:37:09,ads,desktop
11000040725,97,,,2024-04-06 00:15:15,2024-04-06 00:35:15,social,mobile
11000040726,127,254.0,,2024-05-06 16:50:37,2024-05-06 17:41:37,ads,mobile
11000040727,60,588.0,,2024-02-29 07:28:15,2024-02-29 07:59:15,email,mobile
11000040728,552,544.0,,2025-07-05 10:41:07,2025-07-05 10:52:07,ads,mobile
11000040729,22,,,2024-01-22 06:47:18,2024-01-22 07:01:18,referral,mobile
11000040730,334,1063.0,,2024-11-29 15:40:21,2024-11-29 16:29:21,ads,mobile
11000040731,146,,,2024-05-25 08:42:11,2024-05-25 09:29:11,ads,desktop
11000040732,280,,,2024-10-06 01:45:11,2024-10-06 02:09:11,ads,desktop
11000040733,629,169.0,,2025-09-20 00:18:46,2025-09-20 00:30:46,referral,mobile
11000040734,607,,,2025-08-29 12:42:36,2025-08-29 12:53:36,email,desktop
11000040735,173,,,2024-06-21 13:42:54,2024-06-21 14:33:54,social,mobile
11000040736,591,370.0,,2025-08-13 17:15:01,2025-08-13 17:54:01,referral,mobile
11000040737,221,,,2024-08-08 14:31:40,2024-08-08 14:41:40,direct,desktop
11000040738,633,688.0,,2025-09-24 01:34:00,2025-09-24 01:51:00,referral,desktop
11000040739,375,,,2025-01-09 03:36:30,2025-01-09 04:33:30,referral,tablet
11000040740,125,478.0,,2024-05-04 17:22:20,2024-05-04 18:07:20,email,mobile
11000040741,343,339.0,,2024-12-08 03:21:43,2024-12-08 03:44:43,ads,mobile
11000040742,561,1213.0,,2025-07-14 07:07:48,2025-07-14 07:15:48,direct,mobile
11000040743,464,,,2025-04-08 11:24:08,,ads,desktop
11000040744,578,516.0,,2025-07-31 12:17:12,2025-07-31 12:19:12,ads,mobile
11000040745,87,1107.0,,2024-03-27 11:31:51,2024-03-27 11:41:51,ads,mobile
11000040746,412,,,2025-02-15 12:39:32,2025-02-15 12:42:32,direct,mobile
11000040747,621,565.0,,2025-09-12 16:15:21,2025-09-12 16:33:21,referral,mobile
11000040748,597,,,2025-08-19 03:01:04,2025-08-19 03:13:04,direct,mobile
11000040749,386,887.0,,2025-01-20 10:24:40,2025-01-20 10:32:40,email,mobile
11000040750,412,803.0,,2025-02-15 03:41:06,2025-02-15 04:22:06,email,mobile
11000040751,386,145.0,,2025-01-20 16:21:26,2025-01-20 16:44:26,ads,desktop
11000040752,526,,,2025-06-09 21:41:41,2025-06-09 21:59:41,direct,mobile
11000040753,48,933.0,,2024-02-17 17:28:54,2024-02-17 18:07:54,email,desktop
11000040754,385,,,2025-01-19 02:49:09,2025-01-19 03:14:09,referral,desktop
11000040755,465,961.0,,2025-04-09 07:12:50,2025-04-09 07:36:50,email,desktop
11000040756,51,,,2024-02-20 02:35:59,2024-02-20 03:20:59,social,mobile
11000040757,253,,,2024-09-09 23:43:23,2024-09-10 00:08:23,direct,mobile
11000040758,123,972.0,,2024-05-02 14:49:13,2024-05-02 15:41:13,email,mobile
11000040759,555,206.0,,2025-07-08 18:21:34,2025-07-08 19:14:34,direct,mobile
11000040760,392,619.0,,2025-01-26 07:26:10,2025-01-26 08:21:10,direct,desktop
11000040761,343,715.0,,2024-12-08 10:59:04,2024-12-08 11:43:04,email,mobile
11000040762,403,350.0,,2025-02-06 00:39:12,2025-02-06 01:00:12,direct,tablet
11000040763,440,759.0,,2025-03-15 02:10:02,2025-03-15 02:11:02,referral,mobile
11000040764,252,,,2024-09-08 01:22:03,2024-09-08 01:43:03,ads,desktop
11000040765,639,311.0,,2025-09-30 00:16:44,2025-09-30 01:04:44,ads,desktop
11000040766,271,379.0,,2024-09-27 08:56:20,,ads,mobile
11000040767,568,666.0,,2025-07-21 20:59:48,2025-07-21 21:41:48,referral,mobile
11000040768,559,1279.0,,2025-07-12 23:13:37,,ads,mobile
11000040769,268,1150.0,,2024-09-24 11:12:08,2024-09-24 11:25:08,ads,mobile
11000040770,414,1284.0,,2025-02-17 21:48:30,2025-02-17 22:44:30,email,desktop
11000040771,197,,,2024-07-15 16:25:42,2024-07-15 17:02:42,referral,mobile
11000040772,138,,,2024-05-17 15:18:10,2024-05-17 15:43:10,ads,mobile
11000040773,289,985.0,,2024-10-15 09:38:56,2024-10-15 10:26:56,ads,mobile
11000040774,306,1118.0,,2024-11-01 04:22:26,2024-11-01 05:17:26,direct,mobile
11000040775,513,438.0,,2025-05-27 13:43:09,2025-05-27 14:00:09,ads,mobile
11000040776,165,604.0,,2024-06-13 11:01:31,2024-06-13 11:05:31,direct,mobile
11000040777,174,,,2024-06-22 04:26:46,2024-06-22 04:34:46,ads,mobile
11000040778,209,1288.0,,2024-07-27 04:54:02,2024-07-27 05:34:02,direct,desktop
11000040779,167,,,2024-06-15 07:52:57,2024-06-15 08:42:57,ads,desktop
11000040780,410,1318.0,,2025-02-13 02:16:45,2025-02-13 02:36:45,ads,desktop
11000040781,306,996.0,,2024-11-01 05:36:58,2024-11-01 06:28:58,direct,mobile
11000040782,411,,,2025-02-14 19:15:56,2025-02-14 19:34:56,direct,mobile
11000040783,71,1046.0,,2024-03-11 14:31:08,2024-03-11 14:56:08,ads,desktop
11000040784,426,,,2025-03-01 22:57:57,2025-03-01 23:13:57,direct,mobile
11000040785,42,946.0,,2024-02-11 03:26:27,2024-02-11 04:14:27,email,desktop
11000040786,271,1317.0,,2024-09-27 13:30:37,2024-09-27 13:33:37,email,mobile
11000040787,513,157.0,,2025-05-27 01:02:17,2025-05-27 01:08:17,ads,desktop
11000040788,559,,,2025-07-12 04:47:21,2025-07-12 05:30:21,direct,mobile
11000040789,493,,,2025-05-07 23:21:44,2025-05-08 00:01:44,direct,desktop
11000040790,105,,,2024-04-14 05:52:48,2024-04-14 06:46:48,direct,mobile
11000040791,68,589.0,,2024-03-08 04:04:02,2024-03-08 04:07:02,social,mobile
11000040792,246,,,2024-09-02 21:49:52,2024-09-02 21:53:52,ads,mobile
11000040793,314,1478.0,,2024-11-09 11:43:38,2024-11-09 12:20:38,direct,mobile
11000040794,18,,,2024-01-18 18:08:14,2024-01-18 18:17:14,social,desktop
11000040795,332,,,2024-11-27 09:17:02,2024-11-27 09:48:02,ads,mobile
11000040796,636,721.0,,2025-09-27 20:25:04,,direct,desktop
11000040797,605,,,2025-08-27 02:34:13,2025-08-27 03:01:13,email,mobile
11000040798,329,241.0,,2024-11-24 13:47:43,2024-11-24 13:53:43,email,desktop
11000040799,371,413.0,,2025-01-05 07:49:44,2025-01-05 08:23:44,social,mobile
11000040800,214,1262.0,,2024-08-01 05:35:35,2024-08-01 05:45:35,direct,mobile
11000040801,172,596.0,,2024-06-20 14:57:50,,ads,mobile
11000040802,288,175.0,,2024-10-14 19:16:47,2024-10-14 19:27:47,referral,desktop
11000040803,394,,,2025-01-28 00:55:09,2025-01-28 01:23:09,direct,mobile
11000040804,176,,,2024-06-24 15:18:48,2024-06-24 15:45:48,direct,tablet
11000040805,261,553.0,,2024-09-17 04:06:32,2024-09-17 04:57:32,email,mobile
11000040806,519,876.0,,2025-06-02 21:55:39,2025-06-02 22:42:39,referral,mobile
11000040807,269,,,2024-09-25 01:16:22,2024-09-25 02:15:22,ads,tablet
11000040808,486,,,2025-04-30 14:00:15,2025-04-30 14:50:15,ads,desktop
11000040809,210,,,2024-07-28 12:59:07,2024-07-28 13:19:07,direct,desktop
11000040810,336,,,2024-12-01 19:51:55,2024-12-01 20:10:55,ads,mobile
11000040811,74,1375.0,,2024-03-14 15:54:12,2024-03-14 16:24:12,ads,tablet
11000040812,192,,,2024-07-10 22:31:23,2024-07-10 23:15:23,referral,mobile
11000040813,172,,,2024-06-20 23:15:36,2024-06-21 00:09:36,direct,mobile
11000040814,587,58.0,,2025-08-09 09:09:19,2025-08-09 10:02:19,email,tablet
11000040815,135,1236.0,,2024-05-14 00:06:27,2024-05-14 01:03:27,ads,mobile
11000040816,359,,,2024-12-24 22:27:43,2024-12-24 22:32:43,referral,mobile
11000040817,611,229.0,,2025-09-02 03:13:37,2025-09-02 04:04:37,ads,mobile
11000040818,602,93.0,,2025-08-24 19:31:30,2025-08-24 19:56:30,direct,mobile
11000040819,228,,,2024-08-15 09:50:24,2024-08-15 10:08:24,direct,mobile
11000040820,36,,,2024-02-05 12:07:26,2024-02-05 12:32:26,direct,mobile
11000040821,224,1412.0,,2024-08-11 02:41:55,2024-08-11 03:04:55,referral,tablet
11000040822,336,563.0,,2024-12-01 11:16:03,2024-12-01 11:17:03,ads,desktop
11000040823,327,,,2024-11-22 01:59:56,2024-11-22 02:47:56,direct,desktop
11000040824,538,1203.0,,2025-06-21 23:01:20,2025-06-21 23:52:20,direct,desktop
11000040825,109,1249.0,,2024-04-18 20:53:08,2024-04-18 21:21:08,ads,desktop
11000040826,118,,,2024-04-27 22:04:49,2024-04-27 22:45:49,email,mobile
11000040827,1,,,2024-01-01 20:32:47,2024-01-01 21:09:47,email,mobile
11000040828,409,420.0,,2025-02-12 22:42:07,,ads,desktop
11000040829,66,1226.0,,2024-03-06 08:29:38,2024-03-06 09:29:38,ads,tablet
11000040830,621,,,2025-09-12 21:52:05,2025-09-12 22:31:05,direct,mobile
11000040831,363,,,2024-12-28 12:41:47,,direct,desktop
11000040832,603,107.0,,2025-08-25 07:16:13,2025-08-25 07:41:13,ads,desktop
11000040833,327,,,2024-11-22 11:04:34,2024-11-22 11:58:34,direct,mobile
11000040834,461,1433.0,,2025-04-05 23:59:01,2025-04-06 00:11:01,direct,mobile
11000040835,457,153.0,,2025-04-01 01:34:17,2025-04-01 01:55:17,direct,mobile
11000040836,272,,,2024-09-28 15:08:54,2024-09-28 15:27:54,referral,mobile
11000040837,463,1453.0,,2025-04-07 12:47:15,2025-04-07 13:46:15,social,mobile
11000040838,404,517.0,,2025-02-07 10:05:36,2025-02-07 10:51:36,social,mobile
11000040839,528,1087.0,,2025-06-11 10:17:07,2025-06-11 11:00:07,direct,mobile
11000040840,345,280.0,,2024-12-10 10:15:10,2024-12-10 10:42:10,direct,mobile
